Ano,Distrito,Concelho,Freguesia,Tipo,Numero
2025,Açores,Angra do Heroísmo,Altares,Inscritos,845.0
2025,Açores,Angra do Heroísmo,Altares,Votantes,427.0
2025,Açores,Angra do Heroísmo,Altares,TaxaAbstenção,49.47
2025,Açores,Angra do Heroísmo,Altares,Brancos,27.0
2025,Açores,Angra do Heroísmo,Altares,Nulos,2.0
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),Inscritos,3618.0
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),Votantes,1607.0
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),TaxaAbstenção,55.58
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),Brancos,37.0
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),Nulos,16.0
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),Inscritos,2280.0
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),Votantes,1145.0
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),TaxaAbstenção,49.78
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),Brancos,31.0
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),Nulos,12.0
2025,Açores,Angra do Heroísmo,Angra (São Pedro),Inscritos,3316.0
2025,Açores,Angra do Heroísmo,Angra (São Pedro),Votantes,1813.0
2025,Açores,Angra do Heroísmo,Angra (São Pedro),TaxaAbstenção,45.33
2025,Açores,Angra do Heroísmo,Angra (São Pedro),Brancos,47.0
2025,Açores,Angra do Heroísmo,Angra (São Pedro),Nulos,6.0
2025,Açores,Angra do Heroísmo,Angra (Sé),Inscritos,1105.0
2025,Açores,Angra do Heroísmo,Angra (Sé),Votantes,569.0
2025,Açores,Angra do Heroísmo,Angra (Sé),TaxaAbstenção,48.51
2025,Açores,Angra do Heroísmo,Angra (Sé),Brancos,17.0
2025,Açores,Angra do Heroísmo,Angra (Sé),Nulos,7.0
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,Inscritos,640.0
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,Votantes,354.0
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,TaxaAbstenção,44.69
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,Brancos,10.0
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,Nulos,4.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,Inscritos,428.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,Votantes,253.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,TaxaAbstenção,40.89
2025,Açores,Angra do Heroísmo,Doze Ribeiras,Brancos,5.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,Nulos,3.0
2025,Açores,Angra do Heroísmo,Feteira,Inscritos,1276.0
2025,Açores,Angra do Heroísmo,Feteira,Votantes,692.0
2025,Açores,Angra do Heroísmo,Feteira,TaxaAbstenção,45.77
2025,Açores,Angra do Heroísmo,Feteira,Brancos,20.0
2025,Açores,Angra do Heroísmo,Feteira,Nulos,9.0
2025,Açores,Angra do Heroísmo,Porto Judeu,Inscritos,2366.0
2025,Açores,Angra do Heroísmo,Porto Judeu,Votantes,993.0
2025,Açores,Angra do Heroísmo,Porto Judeu,TaxaAbstenção,58.03
2025,Açores,Angra do Heroísmo,Porto Judeu,Brancos,31.0
2025,Açores,Angra do Heroísmo,Porto Judeu,Nulos,8.0
2025,Açores,Angra do Heroísmo,Posto Santo,Inscritos,959.0
2025,Açores,Angra do Heroísmo,Posto Santo,Votantes,497.0
2025,Açores,Angra do Heroísmo,Posto Santo,TaxaAbstenção,48.18
2025,Açores,Angra do Heroísmo,Posto Santo,Brancos,19.0
2025,Açores,Angra do Heroísmo,Posto Santo,Nulos,7.0
2025,Açores,Angra do Heroísmo,Raminho,Inscritos,491.0
2025,Açores,Angra do Heroísmo,Raminho,Votantes,236.0
2025,Açores,Angra do Heroísmo,Raminho,TaxaAbstenção,51.93
2025,Açores,Angra do Heroísmo,Raminho,Brancos,9.0
2025,Açores,Angra do Heroísmo,Raminho,Nulos,2.0
2025,Açores,Angra do Heroísmo,Ribeirinha,Inscritos,2460.0
2025,Açores,Angra do Heroísmo,Ribeirinha,Votantes,1233.0
2025,Açores,Angra do Heroísmo,Ribeirinha,TaxaAbstenção,49.88
2025,Açores,Angra do Heroísmo,Ribeirinha,Brancos,35.0
2025,Açores,Angra do Heroísmo,Ribeirinha,Nulos,16.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,Inscritos,1269.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,Votantes,584.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,TaxaAbstenção,53.98
2025,Açores,Angra do Heroísmo,Santa Bárbara,Brancos,22.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,Nulos,11.0
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,Inscritos,1825.0
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,Votantes,882.0
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,TaxaAbstenção,51.67
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,Brancos,30.0
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,Nulos,11.0
2025,Açores,Angra do Heroísmo,São Bento,Inscritos,1790.0
2025,Açores,Angra do Heroísmo,São Bento,Votantes,946.0
2025,Açores,Angra do Heroísmo,São Bento,TaxaAbstenção,47.15
2025,Açores,Angra do Heroísmo,São Bento,Brancos,29.0
2025,Açores,Angra do Heroísmo,São Bento,Nulos,9.0
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,Inscritos,3643.0
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,Votantes,1636.0
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,TaxaAbstenção,55.09
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,Brancos,46.0
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,Nulos,22.0
2025,Açores,Angra do Heroísmo,Serreta,Inscritos,347.0
2025,Açores,Angra do Heroísmo,Serreta,Votantes,180.0
2025,Açores,Angra do Heroísmo,Serreta,TaxaAbstenção,48.13
2025,Açores,Angra do Heroísmo,Serreta,Brancos,6.0
2025,Açores,Angra do Heroísmo,Serreta,Nulos,2.0
2025,Açores,Angra do Heroísmo,Terra Chã,Inscritos,2609.0
2025,Açores,Angra do Heroísmo,Terra Chã,Votantes,1199.0
2025,Açores,Angra do Heroísmo,Terra Chã,TaxaAbstenção,54.04
2025,Açores,Angra do Heroísmo,Terra Chã,Brancos,54.0
2025,Açores,Angra do Heroísmo,Terra Chã,Nulos,18.0
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,Inscritos,2128.0
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,Votantes,913.0
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,TaxaAbstenção,57.1
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,Brancos,23.0
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,Nulos,10.0
2025,Açores,Calheta,Calheta,Inscritos,1348.0
2025,Açores,Calheta,Calheta,Votantes,554.0
2025,Açores,Calheta,Calheta,TaxaAbstenção,58.9
2025,Açores,Calheta,Calheta,Brancos,18.0
2025,Açores,Calheta,Calheta,Nulos,8.0
2025,Açores,Calheta,Norte Pequeno,Inscritos,188.0
2025,Açores,Calheta,Norte Pequeno,Votantes,101.0
2025,Açores,Calheta,Norte Pequeno,TaxaAbstenção,46.28
2025,Açores,Calheta,Norte Pequeno,Brancos,0.0
2025,Açores,Calheta,Norte Pequeno,Nulos,1.0
2025,Açores,Calheta,Ribeira Seca,Inscritos,980.0
2025,Açores,Calheta,Ribeira Seca,Votantes,404.0
2025,Açores,Calheta,Ribeira Seca,TaxaAbstenção,58.78
2025,Açores,Calheta,Ribeira Seca,Brancos,11.0
2025,Açores,Calheta,Ribeira Seca,Nulos,4.0
2025,Açores,Calheta,Santo Antão,Inscritos,711.0
2025,Açores,Calheta,Santo Antão,Votantes,233.0
2025,Açores,Calheta,Santo Antão,TaxaAbstenção,67.22999999999999
2025,Açores,Calheta,Santo Antão,Brancos,10.0
2025,Açores,Calheta,Santo Antão,Nulos,5.0
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),Inscritos,462.0
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),Votantes,213.0
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),TaxaAbstenção,53.9
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),Brancos,11.0
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),Nulos,0.0
2025,Açores,Corvo,Corvo,Inscritos,363.0
2025,Açores,Corvo,Corvo,Votantes,242.0
2025,Açores,Corvo,Corvo,TaxaAbstenção,33.33
2025,Açores,Corvo,Corvo,Brancos,16.0
2025,Açores,Corvo,Corvo,Nulos,7.0
2025,Açores,Horta,Capelo,Inscritos,493.0
2025,Açores,Horta,Capelo,Votantes,203.0
2025,Açores,Horta,Capelo,TaxaAbstenção,58.82
2025,Açores,Horta,Capelo,Brancos,8.0
2025,Açores,Horta,Capelo,Nulos,0.0
2025,Açores,Horta,Castelo Branco,Inscritos,1156.0
2025,Açores,Horta,Castelo Branco,Votantes,528.0
2025,Açores,Horta,Castelo Branco,TaxaAbstenção,54.33
2025,Açores,Horta,Castelo Branco,Brancos,31.0
2025,Açores,Horta,Castelo Branco,Nulos,5.0
2025,Açores,Horta,Cedros,Inscritos,743.0
2025,Açores,Horta,Cedros,Votantes,363.0
2025,Açores,Horta,Cedros,TaxaAbstenção,51.14
2025,Açores,Horta,Cedros,Brancos,21.0
2025,Açores,Horta,Cedros,Nulos,2.0
2025,Açores,Horta,Feteira,Inscritos,1633.0
2025,Açores,Horta,Feteira,Votantes,731.0
2025,Açores,Horta,Feteira,TaxaAbstenção,55.24
2025,Açores,Horta,Feteira,Brancos,33.0
2025,Açores,Horta,Feteira,Nulos,12.0
2025,Açores,Horta,Flamengos,Inscritos,1408.0
2025,Açores,Horta,Flamengos,Votantes,628.0
2025,Açores,Horta,Flamengos,TaxaAbstenção,55.4
2025,Açores,Horta,Flamengos,Brancos,31.0
2025,Açores,Horta,Flamengos,Nulos,4.0
2025,Açores,Horta,Horta (Angústias),Inscritos,2031.0
2025,Açores,Horta,Horta (Angústias),Votantes,1005.0
2025,Açores,Horta,Horta (Angústias),TaxaAbstenção,50.52
2025,Açores,Horta,Horta (Angústias),Brancos,32.0
2025,Açores,Horta,Horta (Angústias),Nulos,7.0
2025,Açores,Horta,Horta (Conceição),Inscritos,1023.0
2025,Açores,Horta,Horta (Conceição),Votantes,516.0
2025,Açores,Horta,Horta (Conceição),TaxaAbstenção,49.56
2025,Açores,Horta,Horta (Conceição),Brancos,27.0
2025,Açores,Horta,Horta (Conceição),Nulos,2.0
2025,Açores,Horta,Horta (Matriz),Inscritos,2211.0
2025,Açores,Horta,Horta (Matriz),Votantes,1139.0
2025,Açores,Horta,Horta (Matriz),TaxaAbstenção,48.48
2025,Açores,Horta,Horta (Matriz),Brancos,32.0
2025,Açores,Horta,Horta (Matriz),Nulos,6.0
2025,Açores,Horta,Pedro Miguel,Inscritos,623.0
2025,Açores,Horta,Pedro Miguel,Votantes,310.0
2025,Açores,Horta,Pedro Miguel,TaxaAbstenção,50.24
2025,Açores,Horta,Pedro Miguel,Brancos,13.0
2025,Açores,Horta,Pedro Miguel,Nulos,4.0
2025,Açores,Horta,Praia do Almoxarife,Inscritos,741.0
2025,Açores,Horta,Praia do Almoxarife,Votantes,416.0
2025,Açores,Horta,Praia do Almoxarife,TaxaAbstenção,43.86
2025,Açores,Horta,Praia do Almoxarife,Brancos,31.0
2025,Açores,Horta,Praia do Almoxarife,Nulos,2.0
2025,Açores,Horta,Praia do Norte,Inscritos,218.0
2025,Açores,Horta,Praia do Norte,Votantes,143.0
2025,Açores,Horta,Praia do Norte,TaxaAbstenção,34.400000000000006
2025,Açores,Horta,Praia do Norte,Brancos,12.0
2025,Açores,Horta,Praia do Norte,Nulos,1.0
2025,Açores,Horta,Ribeirinha,Inscritos,364.0
2025,Açores,Horta,Ribeirinha,Votantes,174.0
2025,Açores,Horta,Ribeirinha,TaxaAbstenção,52.2
2025,Açores,Horta,Ribeirinha,Brancos,9.0
2025,Açores,Horta,Ribeirinha,Nulos,1.0
2025,Açores,Horta,Salão,Inscritos,343.0
2025,Açores,Horta,Salão,Votantes,181.0
2025,Açores,Horta,Salão,TaxaAbstenção,47.23
2025,Açores,Horta,Salão,Brancos,6.0
2025,Açores,Horta,Salão,Nulos,2.0
2025,Açores,Lagoa,Água de Pau,Inscritos,2771.0
2025,Açores,Lagoa,Água de Pau,Votantes,969.0
2025,Açores,Lagoa,Água de Pau,TaxaAbstenção,65.03
2025,Açores,Lagoa,Água de Pau,Brancos,8.0
2025,Açores,Lagoa,Água de Pau,Nulos,13.0
2025,Açores,Lagoa,Cabouco,Inscritos,1770.0
2025,Açores,Lagoa,Cabouco,Votantes,849.0
2025,Açores,Lagoa,Cabouco,TaxaAbstenção,52.03
2025,Açores,Lagoa,Cabouco,Brancos,15.0
2025,Açores,Lagoa,Cabouco,Nulos,17.0
2025,Açores,Lagoa,Lagoa (Nossa Senhora do Rosário),Inscritos,4916.0
2025,Açores,Lagoa,Lagoa (Nossa Senhora do Rosário),Votantes,2315.0
2025,Açores,Lagoa,Lagoa (Nossa Senhora do Rosário),TaxaAbstenção,52.91
2025,Açores,Lagoa,Lagoa (Nossa Senhora do Rosário),Brancos,54.0
2025,Açores,Lagoa,Lagoa (Nossa Senhora do Rosário),Nulos,24.0
2025,Açores,Lagoa,Lagoa (Santa Cruz),Inscritos,3237.0
2025,Açores,Lagoa,Lagoa (Santa Cruz),Votantes,1344.0
2025,Açores,Lagoa,Lagoa (Santa Cruz),TaxaAbstenção,58.48
2025,Açores,Lagoa,Lagoa (Santa Cruz),Brancos,19.0
2025,Açores,Lagoa,Lagoa (Santa Cruz),Nulos,18.0
2025,Açores,Lagoa,Ribeira Chã,Inscritos,375.0
2025,Açores,Lagoa,Ribeira Chã,Votantes,170.0
2025,Açores,Lagoa,Ribeira Chã,TaxaAbstenção,54.67
2025,Açores,Lagoa,Ribeira Chã,Brancos,9.0
2025,Açores,Lagoa,Ribeira Chã,Nulos,3.0
2025,Açores,Lajes das Flores,Fajã Grande,Inscritos,207.0
2025,Açores,Lajes das Flores,Fajã Grande,Votantes,115.0
2025,Açores,Lajes das Flores,Fajã Grande,TaxaAbstenção,44.44
2025,Açores,Lajes das Flores,Fajã Grande,Brancos,4.0
2025,Açores,Lajes das Flores,Fajã Grande,Nulos,1.0
2025,Açores,Lajes das Flores,Fajãzinha,Inscritos,62.0
2025,Açores,Lajes das Flores,Fajãzinha,Votantes,42.0
2025,Açores,Lajes das Flores,Fajãzinha,TaxaAbstenção,32.260000000000005
2025,Açores,Lajes das Flores,Fajãzinha,Brancos,3.0
2025,Açores,Lajes das Flores,Fajãzinha,Nulos,1.0
2025,Açores,Lajes das Flores,Fazenda,Inscritos,218.0
2025,Açores,Lajes das Flores,Fazenda,Votantes,125.0
2025,Açores,Lajes das Flores,Fazenda,TaxaAbstenção,42.66
2025,Açores,Lajes das Flores,Fazenda,Brancos,3.0
2025,Açores,Lajes das Flores,Fazenda,Nulos,0.0
2025,Açores,Lajes das Flores,Lajedo,Inscritos,79.0
2025,Açores,Lajes das Flores,Lajedo,Votantes,35.0
2025,Açores,Lajes das Flores,Lajedo,TaxaAbstenção,55.7
2025,Açores,Lajes das Flores,Lajedo,Brancos,1.0
2025,Açores,Lajes das Flores,Lajedo,Nulos,0.0
2025,Açores,Lajes das Flores,Lajes das Flores,Inscritos,485.0
2025,Açores,Lajes das Flores,Lajes das Flores,Votantes,217.0
2025,Açores,Lajes das Flores,Lajes das Flores,TaxaAbstenção,55.26
2025,Açores,Lajes das Flores,Lajes das Flores,Brancos,10.0
2025,Açores,Lajes das Flores,Lajes das Flores,Nulos,1.0
2025,Açores,Lajes das Flores,Lomba,Inscritos,162.0
2025,Açores,Lajes das Flores,Lomba,Votantes,99.0
2025,Açores,Lajes das Flores,Lomba,TaxaAbstenção,38.89
2025,Açores,Lajes das Flores,Lomba,Brancos,5.0
2025,Açores,Lajes das Flores,Lomba,Nulos,0.0
2025,Açores,Lajes das Flores,Mosteiro,Inscritos,25.0
2025,Açores,Lajes das Flores,Mosteiro,Votantes,12.0
2025,Açores,Lajes das Flores,Mosteiro,TaxaAbstenção,52.0
2025,Açores,Lajes das Flores,Mosteiro,Brancos,0.0
2025,Açores,Lajes das Flores,Mosteiro,Nulos,1.0
2025,Açores,Lajes do Pico,Calheta de Nesquim,Inscritos,336.0
2025,Açores,Lajes do Pico,Calheta de Nesquim,Votantes,143.0
2025,Açores,Lajes do Pico,Calheta de Nesquim,TaxaAbstenção,57.44
2025,Açores,Lajes do Pico,Calheta de Nesquim,Brancos,10.0
2025,Açores,Lajes do Pico,Calheta de Nesquim,Nulos,1.0
2025,Açores,Lajes do Pico,Lajes do Pico,Inscritos,1609.0
2025,Açores,Lajes do Pico,Lajes do Pico,Votantes,784.0
2025,Açores,Lajes do Pico,Lajes do Pico,TaxaAbstenção,51.27
2025,Açores,Lajes do Pico,Lajes do Pico,Brancos,42.0
2025,Açores,Lajes do Pico,Lajes do Pico,Nulos,8.0
2025,Açores,Lajes do Pico,Piedade,Inscritos,794.0
2025,Açores,Lajes do Pico,Piedade,Votantes,344.0
2025,Açores,Lajes do Pico,Piedade,TaxaAbstenção,56.68
2025,Açores,Lajes do Pico,Piedade,Brancos,19.0
2025,Açores,Lajes do Pico,Piedade,Nulos,2.0
2025,Açores,Lajes do Pico,Ribeiras,Inscritos,845.0
2025,Açores,Lajes do Pico,Ribeiras,Votantes,401.0
2025,Açores,Lajes do Pico,Ribeiras,TaxaAbstenção,52.54
2025,Açores,Lajes do Pico,Ribeiras,Brancos,9.0
2025,Açores,Lajes do Pico,Ribeiras,Nulos,5.0
2025,Açores,Lajes do Pico,Ribeirinha,Inscritos,413.0
2025,Açores,Lajes do Pico,Ribeirinha,Votantes,193.0
2025,Açores,Lajes do Pico,Ribeirinha,TaxaAbstenção,53.27
2025,Açores,Lajes do Pico,Ribeirinha,Brancos,11.0
2025,Açores,Lajes do Pico,Ribeirinha,Nulos,5.0
2025,Açores,Lajes do Pico,São João,Inscritos,445.0
2025,Açores,Lajes do Pico,São João,Votantes,247.0
2025,Açores,Lajes do Pico,São João,TaxaAbstenção,44.49
2025,Açores,Lajes do Pico,São João,Brancos,7.0
2025,Açores,Lajes do Pico,São João,Nulos,2.0
2025,Açores,Madalena,Bandeiras,Inscritos,672.0
2025,Açores,Madalena,Bandeiras,Votantes,272.0
2025,Açores,Madalena,Bandeiras,TaxaAbstenção,59.52
2025,Açores,Madalena,Bandeiras,Brancos,11.0
2025,Açores,Madalena,Bandeiras,Nulos,2.0
2025,Açores,Madalena,Candelária,Inscritos,789.0
2025,Açores,Madalena,Candelária,Votantes,404.0
2025,Açores,Madalena,Candelária,TaxaAbstenção,48.8
2025,Açores,Madalena,Candelária,Brancos,29.0
2025,Açores,Madalena,Candelária,Nulos,3.0
2025,Açores,Madalena,Criação Velha,Inscritos,780.0
2025,Açores,Madalena,Criação Velha,Votantes,323.0
2025,Açores,Madalena,Criação Velha,TaxaAbstenção,58.59
2025,Açores,Madalena,Criação Velha,Brancos,18.0
2025,Açores,Madalena,Criação Velha,Nulos,4.0
2025,Açores,Madalena,Madalena,Inscritos,2649.0
2025,Açores,Madalena,Madalena,Votantes,1137.0
2025,Açores,Madalena,Madalena,TaxaAbstenção,57.08
2025,Açores,Madalena,Madalena,Brancos,56.0
2025,Açores,Madalena,Madalena,Nulos,9.0
2025,Açores,Madalena,São Caetano,Inscritos,490.0
2025,Açores,Madalena,São Caetano,Votantes,204.0
2025,Açores,Madalena,São Caetano,TaxaAbstenção,58.37
2025,Açores,Madalena,São Caetano,Brancos,5.0
2025,Açores,Madalena,São Caetano,Nulos,1.0
2025,Açores,Madalena,São Mateus,Inscritos,650.0
2025,Açores,Madalena,São Mateus,Votantes,340.0
2025,Açores,Madalena,São Mateus,TaxaAbstenção,47.69
2025,Açores,Madalena,São Mateus,Brancos,17.0
2025,Açores,Madalena,São Mateus,Nulos,7.0
2025,Açores,Nordeste,Achada,Inscritos,458.0
2025,Açores,Nordeste,Achada,Votantes,206.0
2025,Açores,Nordeste,Achada,TaxaAbstenção,55.02
2025,Açores,Nordeste,Achada,Brancos,6.0
2025,Açores,Nordeste,Achada,Nulos,3.0
2025,Açores,Nordeste,Achadinha,Inscritos,493.0
2025,Açores,Nordeste,Achadinha,Votantes,217.0
2025,Açores,Nordeste,Achadinha,TaxaAbstenção,55.98
2025,Açores,Nordeste,Achadinha,Brancos,3.0
2025,Açores,Nordeste,Achadinha,Nulos,7.0
2025,Açores,Nordeste,Algarvia,Inscritos,271.0
2025,Açores,Nordeste,Algarvia,Votantes,137.0
2025,Açores,Nordeste,Algarvia,TaxaAbstenção,49.45
2025,Açores,Nordeste,Algarvia,Brancos,4.0
2025,Açores,Nordeste,Algarvia,Nulos,3.0
2025,Açores,Nordeste,Lomba da Fazenda,Inscritos,876.0
2025,Açores,Nordeste,Lomba da Fazenda,Votantes,366.0
2025,Açores,Nordeste,Lomba da Fazenda,TaxaAbstenção,58.22
2025,Açores,Nordeste,Lomba da Fazenda,Brancos,8.0
2025,Açores,Nordeste,Lomba da Fazenda,Nulos,11.0
2025,Açores,Nordeste,Nordeste,Inscritos,1180.0
2025,Açores,Nordeste,Nordeste,Votantes,551.0
2025,Açores,Nordeste,Nordeste,TaxaAbstenção,53.31
2025,Açores,Nordeste,Nordeste,Brancos,14.0
2025,Açores,Nordeste,Nordeste,Nulos,8.0
2025,Açores,Nordeste,Salga,Inscritos,537.0
2025,Açores,Nordeste,Salga,Votantes,213.0
2025,Açores,Nordeste,Salga,TaxaAbstenção,60.34
2025,Açores,Nordeste,Salga,Brancos,9.0
2025,Açores,Nordeste,Salga,Nulos,6.0
2025,Açores,Nordeste,Santana,Inscritos,436.0
2025,Açores,Nordeste,Santana,Votantes,225.0
2025,Açores,Nordeste,Santana,TaxaAbstenção,48.39
2025,Açores,Nordeste,Santana,Brancos,14.0
2025,Açores,Nordeste,Santana,Nulos,5.0
2025,Açores,Nordeste,Santo António de Nordestinho,Inscritos,300.0
2025,Açores,Nordeste,Santo António de Nordestinho,Votantes,149.0
2025,Açores,Nordeste,Santo António de Nordestinho,TaxaAbstenção,50.33
2025,Açores,Nordeste,Santo António de Nordestinho,Brancos,11.0
2025,Açores,Nordeste,Santo António de Nordestinho,Nulos,4.0
2025,Açores,Nordeste,São Pedro de Nordestinho,Inscritos,287.0
2025,Açores,Nordeste,São Pedro de Nordestinho,Votantes,127.0
2025,Açores,Nordeste,São Pedro de Nordestinho,TaxaAbstenção,55.75
2025,Açores,Nordeste,São Pedro de Nordestinho,Brancos,6.0
2025,Açores,Nordeste,São Pedro de Nordestinho,Nulos,2.0
2025,Açores,Ponta Delgada,Ajuda da Bretanha,Inscritos,664.0
2025,Açores,Ponta Delgada,Ajuda da Bretanha,Votantes,269.0
2025,Açores,Ponta Delgada,Ajuda da Bretanha,TaxaAbstenção,59.49
2025,Açores,Ponta Delgada,Ajuda da Bretanha,Brancos,7.0
2025,Açores,Ponta Delgada,Ajuda da Bretanha,Nulos,8.0
2025,Açores,Ponta Delgada,Arrifes,Inscritos,6944.0
2025,Açores,Ponta Delgada,Arrifes,Votantes,2480.0
2025,Açores,Ponta Delgada,Arrifes,TaxaAbstenção,64.28999999999999
2025,Açores,Ponta Delgada,Arrifes,Brancos,59.0
2025,Açores,Ponta Delgada,Arrifes,Nulos,25.0
2025,Açores,Ponta Delgada,Candelária,Inscritos,924.0
2025,Açores,Ponta Delgada,Candelária,Votantes,320.0
2025,Açores,Ponta Delgada,Candelária,TaxaAbstenção,65.37
2025,Açores,Ponta Delgada,Candelária,Brancos,7.0
2025,Açores,Ponta Delgada,Candelária,Nulos,4.0
2025,Açores,Ponta Delgada,Capelas,Inscritos,3815.0
2025,Açores,Ponta Delgada,Capelas,Votantes,1625.0
2025,Açores,Ponta Delgada,Capelas,TaxaAbstenção,57.4
2025,Açores,Ponta Delgada,Capelas,Brancos,37.0
2025,Açores,Ponta Delgada,Capelas,Nulos,16.0
2025,Açores,Ponta Delgada,Covoada,Inscritos,1144.0
2025,Açores,Ponta Delgada,Covoada,Votantes,458.0
2025,Açores,Ponta Delgada,Covoada,TaxaAbstenção,59.97
2025,Açores,Ponta Delgada,Covoada,Brancos,6.0
2025,Açores,Ponta Delgada,Covoada,Nulos,5.0
2025,Açores,Ponta Delgada,Fajã de Baixo,Inscritos,4704.0
2025,Açores,Ponta Delgada,Fajã de Baixo,Votantes,2367.0
2025,Açores,Ponta Delgada,Fajã de Baixo,TaxaAbstenção,49.68
2025,Açores,Ponta Delgada,Fajã de Baixo,Brancos,57.0
2025,Açores,Ponta Delgada,Fajã de Baixo,Nulos,20.0
2025,Açores,Ponta Delgada,Fajã de Cima,Inscritos,2994.0
2025,Açores,Ponta Delgada,Fajã de Cima,Votantes,1215.0
2025,Açores,Ponta Delgada,Fajã de Cima,TaxaAbstenção,59.42
2025,Açores,Ponta Delgada,Fajã de Cima,Brancos,27.0
2025,Açores,Ponta Delgada,Fajã de Cima,Nulos,21.0
2025,Açores,Ponta Delgada,Fenais da Luz,Inscritos,2040.0
2025,Açores,Ponta Delgada,Fenais da Luz,Votantes,939.0
2025,Açores,Ponta Delgada,Fenais da Luz,TaxaAbstenção,53.97
2025,Açores,Ponta Delgada,Fenais da Luz,Brancos,18.0
2025,Açores,Ponta Delgada,Fenais da Luz,Nulos,10.0
2025,Açores,Ponta Delgada,Feteiras,Inscritos,1441.0
2025,Açores,Ponta Delgada,Feteiras,Votantes,450.0
2025,Açores,Ponta Delgada,Feteiras,TaxaAbstenção,68.77
2025,Açores,Ponta Delgada,Feteiras,Brancos,12.0
2025,Açores,Ponta Delgada,Feteiras,Nulos,5.0
2025,Açores,Ponta Delgada,Ginetes,Inscritos,1114.0
2025,Açores,Ponta Delgada,Ginetes,Votantes,430.0
2025,Açores,Ponta Delgada,Ginetes,TaxaAbstenção,61.4
2025,Açores,Ponta Delgada,Ginetes,Brancos,9.0
2025,Açores,Ponta Delgada,Ginetes,Nulos,7.0
2025,Açores,Ponta Delgada,Mosteiros,Inscritos,1032.0
2025,Açores,Ponta Delgada,Mosteiros,Votantes,364.0
2025,Açores,Ponta Delgada,Mosteiros,TaxaAbstenção,64.72999999999999
2025,Açores,Ponta Delgada,Mosteiros,Brancos,8.0
2025,Açores,Ponta Delgada,Mosteiros,Nulos,4.0
2025,Açores,Ponta Delgada,Pilar da Bretanha,Inscritos,600.0
2025,Açores,Ponta Delgada,Pilar da Bretanha,Votantes,264.0
2025,Açores,Ponta Delgada,Pilar da Bretanha,TaxaAbstenção,56.0
2025,Açores,Ponta Delgada,Pilar da Bretanha,Brancos,3.0
2025,Açores,Ponta Delgada,Pilar da Bretanha,Nulos,3.0
2025,Açores,Ponta Delgada,Ponta Delgada (São José),Inscritos,5798.0
2025,Açores,Ponta Delgada,Ponta Delgada (São José),Votantes,2791.0
2025,Açores,Ponta Delgada,Ponta Delgada (São José),TaxaAbstenção,51.86
2025,Açores,Ponta Delgada,Ponta Delgada (São José),Brancos,70.0
2025,Açores,Ponta Delgada,Ponta Delgada (São José),Nulos,31.0
2025,Açores,Ponta Delgada,Ponta Delgada (São Pedro),Inscritos,7577.0
2025,Açores,Ponta Delgada,Ponta Delgada (São Pedro),Votantes,3740.0
2025,Açores,Ponta Delgada,Ponta Delgada (São Pedro),TaxaAbstenção,50.64
