Ano,Distrito,Concelho,Freguesia,Tipo,Numero
2025,Aveiro,Albergaria-a-Velha,Alquerubim,TaxaAbstenção,34.22
2025,Aveiro,Albergaria-a-Velha,Alquerubim,Brancos,21.0
2025,Aveiro,Albergaria-a-Velha,Alquerubim,Nulos,19.0
2025,Aveiro,Albergaria-a-Velha,Angeja,Inscritos,1764.0
2025,Aveiro,Albergaria-a-Velha,Angeja,Votantes,1155.0
2025,Aveiro,Albergaria-a-Velha,Angeja,TaxaAbstenção,34.519999999999996
2025,Aveiro,Albergaria-a-Velha,Angeja,Brancos,13.0
2025,Aveiro,Albergaria-a-Velha,Angeja,Nulos,9.0
2025,Aveiro,Albergaria-a-Velha,Branca,Inscritos,4950.0
2025,Aveiro,Albergaria-a-Velha,Branca,Votantes,3128.0
2025,Aveiro,Albergaria-a-Velha,Branca,TaxaAbstenção,36.81
2025,Aveiro,Albergaria-a-Velha,Branca,Brancos,48.0
2025,Aveiro,Albergaria-a-Velha,Branca,Nulos,24.0
2025,Aveiro,Albergaria-a-Velha,Ribeira de Fráguas,Inscritos,1399.0
2025,Aveiro,Albergaria-a-Velha,Ribeira de Fráguas,Votantes,915.0
2025,Aveiro,Albergaria-a-Velha,Ribeira de Fráguas,TaxaAbstenção,34.599999999999994
2025,Aveiro,Albergaria-a-Velha,Ribeira de Fráguas,Brancos,21.0
2025,Aveiro,Albergaria-a-Velha,Ribeira de Fráguas,Nulos,8.0
2025,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos,Inscritos,2515.0
2025,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos,Votantes,1677.0
2025,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos,TaxaAbstenção,33.31999999999999
2025,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos,Brancos,20.0
2025,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos,Nulos,18.0
2025,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas",Inscritos,2404.0
2025,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas",Votantes,1537.0
2025,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas",TaxaAbstenção,36.06
2025,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas",Brancos,27.0
2025,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas",Nulos,28.0
2025,Aveiro,Anadia,Arcos e Mogofores,Inscritos,5472.0
2025,Aveiro,Anadia,Arcos e Mogofores,Votantes,3447.0
2025,Aveiro,Anadia,Arcos e Mogofores,TaxaAbstenção,37.01
2025,Aveiro,Anadia,Arcos e Mogofores,Brancos,63.0
2025,Aveiro,Anadia,Arcos e Mogofores,Nulos,29.0
2025,Aveiro,Anadia,Avelãs de Caminho,Inscritos,1028.0
2025,Aveiro,Anadia,Avelãs de Caminho,Votantes,619.0
2025,Aveiro,Anadia,Avelãs de Caminho,TaxaAbstenção,39.79
2025,Aveiro,Anadia,Avelãs de Caminho,Brancos,15.0
2025,Aveiro,Anadia,Avelãs de Caminho,Nulos,5.0
2025,Aveiro,Anadia,Avelãs de Cima,Inscritos,1805.0
2025,Aveiro,Anadia,Avelãs de Cima,Votantes,1140.0
2025,Aveiro,Anadia,Avelãs de Cima,TaxaAbstenção,36.84
2025,Aveiro,Anadia,Avelãs de Cima,Brancos,19.0
2025,Aveiro,Anadia,Avelãs de Cima,Nulos,12.0
2025,Aveiro,Anadia,Moita,Inscritos,2050.0
2025,Aveiro,Anadia,Moita,Votantes,1250.0
2025,Aveiro,Anadia,Moita,TaxaAbstenção,39.02
2025,Aveiro,Anadia,Moita,Brancos,22.0
2025,Aveiro,Anadia,Moita,Nulos,8.0
2025,Aveiro,Anadia,Sangalhos,Inscritos,3500.0
2025,Aveiro,Anadia,Sangalhos,Votantes,2152.0
2025,Aveiro,Anadia,Sangalhos,TaxaAbstenção,38.51
2025,Aveiro,Anadia,Sangalhos,Brancos,34.0
2025,Aveiro,Anadia,Sangalhos,Nulos,19.0
2025,Aveiro,Anadia,São Lourenço do Bairro,Inscritos,2206.0
2025,Aveiro,Anadia,São Lourenço do Bairro,Votantes,1301.0
2025,Aveiro,Anadia,São Lourenço do Bairro,TaxaAbstenção,41.02
2025,Aveiro,Anadia,São Lourenço do Bairro,Brancos,24.0
2025,Aveiro,Anadia,São Lourenço do Bairro,Nulos,14.0
2025,Aveiro,Anadia,"Tamengos, Aguim e Óis do Bairro",Inscritos,2913.0
2025,Aveiro,Anadia,"Tamengos, Aguim e Óis do Bairro",Votantes,1776.0
2025,Aveiro,Anadia,"Tamengos, Aguim e Óis do Bairro",TaxaAbstenção,39.03
2025,Aveiro,Anadia,"Tamengos, Aguim e Óis do Bairro",Brancos,47.0
2025,Aveiro,Anadia,"Tamengos, Aguim e Óis do Bairro",Nulos,15.0
2025,Aveiro,Anadia,Vila Nova de Monsarros,Inscritos,1486.0
2025,Aveiro,Anadia,Vila Nova de Monsarros,Votantes,792.0
2025,Aveiro,Anadia,Vila Nova de Monsarros,TaxaAbstenção,46.7
2025,Aveiro,Anadia,Vila Nova de Monsarros,Brancos,26.0
2025,Aveiro,Anadia,Vila Nova de Monsarros,Nulos,10.0
2025,Aveiro,Anadia,Vilarinho do Bairro,Inscritos,2585.0
2025,Aveiro,Anadia,Vilarinho do Bairro,Votantes,1512.0
2025,Aveiro,Anadia,Vilarinho do Bairro,TaxaAbstenção,41.51
2025,Aveiro,Anadia,Vilarinho do Bairro,Brancos,26.0
2025,Aveiro,Anadia,Vilarinho do Bairro,Nulos,16.0
2025,Aveiro,Arouca,Alvarenga,Inscritos,916.0
2025,Aveiro,Arouca,Alvarenga,Votantes,575.0
2025,Aveiro,Arouca,Alvarenga,TaxaAbstenção,37.23
2025,Aveiro,Arouca,Alvarenga,Brancos,10.0
2025,Aveiro,Arouca,Alvarenga,Nulos,5.0
2025,Aveiro,Arouca,Arouca e Burgo,Inscritos,4776.0
2025,Aveiro,Arouca,Arouca e Burgo,Votantes,3059.0
2025,Aveiro,Arouca,Arouca e Burgo,TaxaAbstenção,35.95
2025,Aveiro,Arouca,Arouca e Burgo,Brancos,55.0
2025,Aveiro,Arouca,Arouca e Burgo,Nulos,23.0
2025,Aveiro,Arouca,Cabreiros e Albergaria da Serra,Inscritos,236.0
2025,Aveiro,Arouca,Cabreiros e Albergaria da Serra,Votantes,97.0
2025,Aveiro,Arouca,Cabreiros e Albergaria da Serra,TaxaAbstenção,58.9
2025,Aveiro,Arouca,Cabreiros e Albergaria da Serra,Brancos,1.0
2025,Aveiro,Arouca,Cabreiros e Albergaria da Serra,Nulos,0.0
2025,Aveiro,Arouca,Canelas e Espiunca,Inscritos,995.0
2025,Aveiro,Arouca,Canelas e Espiunca,Votantes,625.0
2025,Aveiro,Arouca,Canelas e Espiunca,TaxaAbstenção,37.19
2025,Aveiro,Arouca,Canelas e Espiunca,Brancos,12.0
2025,Aveiro,Arouca,Canelas e Espiunca,Nulos,5.0
2025,Aveiro,Arouca,Chave,Inscritos,1159.0
2025,Aveiro,Arouca,Chave,Votantes,821.0
2025,Aveiro,Arouca,Chave,TaxaAbstenção,29.159999999999997
2025,Aveiro,Arouca,Chave,Brancos,10.0
2025,Aveiro,Arouca,Chave,Nulos,5.0
2025,Aveiro,Arouca,Covelo de Paivó e Janarde,Inscritos,169.0
2025,Aveiro,Arouca,Covelo de Paivó e Janarde,Votantes,104.0
2025,Aveiro,Arouca,Covelo de Paivó e Janarde,TaxaAbstenção,38.46
2025,Aveiro,Arouca,Covelo de Paivó e Janarde,Brancos,1.0
2025,Aveiro,Arouca,Covelo de Paivó e Janarde,Nulos,0.0
2025,Aveiro,Arouca,Escariz,Inscritos,1903.0
2025,Aveiro,Arouca,Escariz,Votantes,1270.0
2025,Aveiro,Arouca,Escariz,TaxaAbstenção,33.260000000000005
2025,Aveiro,Arouca,Escariz,Brancos,13.0
2025,Aveiro,Arouca,Escariz,Nulos,16.0
2025,Aveiro,Arouca,Fermedo,Inscritos,1143.0
2025,Aveiro,Arouca,Fermedo,Votantes,780.0
2025,Aveiro,Arouca,Fermedo,TaxaAbstenção,31.760000000000005
2025,Aveiro,Arouca,Fermedo,Brancos,13.0
2025,Aveiro,Arouca,Fermedo,Nulos,6.0
2025,Aveiro,Arouca,Mansores,Inscritos,985.0
2025,Aveiro,Arouca,Mansores,Votantes,717.0
2025,Aveiro,Arouca,Mansores,TaxaAbstenção,27.209999999999994
2025,Aveiro,Arouca,Mansores,Brancos,14.0
2025,Aveiro,Arouca,Mansores,Nulos,6.0
2025,Aveiro,Arouca,Moldes,Inscritos,1092.0
2025,Aveiro,Arouca,Moldes,Votantes,687.0
2025,Aveiro,Arouca,Moldes,TaxaAbstenção,37.09
2025,Aveiro,Arouca,Moldes,Brancos,9.0
2025,Aveiro,Arouca,Moldes,Nulos,11.0
2025,Aveiro,Arouca,Rossas,Inscritos,1357.0
2025,Aveiro,Arouca,Rossas,Votantes,882.0
2025,Aveiro,Arouca,Rossas,TaxaAbstenção,35.0
2025,Aveiro,Arouca,Rossas,Brancos,14.0
2025,Aveiro,Arouca,Rossas,Nulos,7.0
2025,Aveiro,Arouca,Santa Eulália,Inscritos,1995.0
2025,Aveiro,Arouca,Santa Eulália,Votantes,1365.0
2025,Aveiro,Arouca,Santa Eulália,TaxaAbstenção,31.58
2025,Aveiro,Arouca,Santa Eulália,Brancos,28.0
2025,Aveiro,Arouca,Santa Eulália,Nulos,13.0
2025,Aveiro,Arouca,São Miguel do Mato,Inscritos,614.0
2025,Aveiro,Arouca,São Miguel do Mato,Votantes,386.0
2025,Aveiro,Arouca,São Miguel do Mato,TaxaAbstenção,37.13
2025,Aveiro,Arouca,São Miguel do Mato,Brancos,3.0
2025,Aveiro,Arouca,São Miguel do Mato,Nulos,2.0
2025,Aveiro,Arouca,Tropeço,Inscritos,1032.0
2025,Aveiro,Arouca,Tropeço,Votantes,675.0
2025,Aveiro,Arouca,Tropeço,TaxaAbstenção,34.59
2025,Aveiro,Arouca,Tropeço,Brancos,8.0
2025,Aveiro,Arouca,Tropeço,Nulos,5.0
2025,Aveiro,Arouca,Urrô,Inscritos,874.0
2025,Aveiro,Arouca,Urrô,Votantes,594.0
2025,Aveiro,Arouca,Urrô,TaxaAbstenção,32.040000000000006
2025,Aveiro,Arouca,Urrô,Brancos,11.0
2025,Aveiro,Arouca,Urrô,Nulos,6.0
2025,Aveiro,Arouca,Várzea,Inscritos,450.0
2025,Aveiro,Arouca,Várzea,Votantes,334.0
2025,Aveiro,Arouca,Várzea,TaxaAbstenção,25.78
2025,Aveiro,Arouca,Várzea,Brancos,7.0
2025,Aveiro,Arouca,Várzea,Nulos,4.0
2025,Aveiro,Aveiro,Aradas,Inscritos,8375.0
2025,Aveiro,Aveiro,Aradas,Votantes,5414.0
2025,Aveiro,Aveiro,Aradas,TaxaAbstenção,35.36
2025,Aveiro,Aveiro,Aradas,Brancos,72.0
2025,Aveiro,Aveiro,Aradas,Nulos,43.0
2025,Aveiro,Aveiro,Cacia,Inscritos,6260.0
2025,Aveiro,Aveiro,Cacia,Votantes,4123.0
2025,Aveiro,Aveiro,Cacia,TaxaAbstenção,34.14
2025,Aveiro,Aveiro,Cacia,Brancos,88.0
2025,Aveiro,Aveiro,Cacia,Nulos,43.0
2025,Aveiro,Aveiro,Eixo e Eirol,Inscritos,5428.0
2025,Aveiro,Aveiro,Eixo e Eirol,Votantes,3413.0
2025,Aveiro,Aveiro,Eixo e Eirol,TaxaAbstenção,37.12
2025,Aveiro,Aveiro,Eixo e Eirol,Brancos,61.0
2025,Aveiro,Aveiro,Eixo e Eirol,Nulos,35.0
2025,Aveiro,Aveiro,Esgueira,Inscritos,11640.0
2025,Aveiro,Aveiro,Esgueira,Votantes,7520.0
2025,Aveiro,Aveiro,Esgueira,TaxaAbstenção,35.400000000000006
2025,Aveiro,Aveiro,Esgueira,Brancos,139.0
2025,Aveiro,Aveiro,Esgueira,Nulos,71.0
2025,Aveiro,Aveiro,Glória e Vera Cruz,Inscritos,17750.0
2025,Aveiro,Aveiro,Glória e Vera Cruz,Votantes,11968.0
2025,Aveiro,Aveiro,Glória e Vera Cruz,TaxaAbstenção,32.56999999999999
2025,Aveiro,Aveiro,Glória e Vera Cruz,Brancos,201.0
2025,Aveiro,Aveiro,Glória e Vera Cruz,Nulos,108.0
2025,Aveiro,Aveiro,Oliveirinha,Inscritos,4157.0
2025,Aveiro,Aveiro,Oliveirinha,Votantes,2693.0
2025,Aveiro,Aveiro,Oliveirinha,TaxaAbstenção,35.22
2025,Aveiro,Aveiro,Oliveirinha,Brancos,38.0
2025,Aveiro,Aveiro,Oliveirinha,Nulos,26.0
2025,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",Inscritos,4046.0
2025,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",Votantes,2566.0
2025,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",TaxaAbstenção,36.58
2025,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",Brancos,45.0
2025,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz",Nulos,35.0
2025,Aveiro,Aveiro,Santa Joana,Inscritos,7109.0
2025,Aveiro,Aveiro,Santa Joana,Votantes,4675.0
2025,Aveiro,Aveiro,Santa Joana,TaxaAbstenção,34.239999999999995
2025,Aveiro,Aveiro,Santa Joana,Brancos,92.0
2025,Aveiro,Aveiro,Santa Joana,Nulos,39.0
2025,Aveiro,Aveiro,São Bernardo,Inscritos,4603.0
2025,Aveiro,Aveiro,São Bernardo,Votantes,3262.0
2025,Aveiro,Aveiro,São Bernardo,TaxaAbstenção,29.129999999999995
2025,Aveiro,Aveiro,São Bernardo,Brancos,64.0
2025,Aveiro,Aveiro,São Bernardo,Nulos,20.0
2025,Aveiro,Aveiro,São Jacinto,Inscritos,821.0
2025,Aveiro,Aveiro,São Jacinto,Votantes,479.0
2025,Aveiro,Aveiro,São Jacinto,TaxaAbstenção,41.66
2025,Aveiro,Aveiro,São Jacinto,Brancos,9.0
2025,Aveiro,Aveiro,São Jacinto,Nulos,7.0
2025,Aveiro,Castelo de Paiva,Fornos,Inscritos,1111.0
2025,Aveiro,Castelo de Paiva,Fornos,Votantes,772.0
2025,Aveiro,Castelo de Paiva,Fornos,TaxaAbstenção,30.510000000000005
2025,Aveiro,Castelo de Paiva,Fornos,Brancos,12.0
2025,Aveiro,Castelo de Paiva,Fornos,Nulos,9.0
2025,Aveiro,Castelo de Paiva,"Raiva, Pedorido e Paraíso",Inscritos,3863.0
2025,Aveiro,Castelo de Paiva,"Raiva, Pedorido e Paraíso",Votantes,2496.0
2025,Aveiro,Castelo de Paiva,"Raiva, Pedorido e Paraíso",TaxaAbstenção,35.39
2025,Aveiro,Castelo de Paiva,"Raiva, Pedorido e Paraíso",Brancos,35.0
2025,Aveiro,Castelo de Paiva,"Raiva, Pedorido e Paraíso",Nulos,25.0
2025,Aveiro,Castelo de Paiva,Real,Inscritos,1050.0
2025,Aveiro,Castelo de Paiva,Real,Votantes,665.0
2025,Aveiro,Castelo de Paiva,Real,TaxaAbstenção,36.67
2025,Aveiro,Castelo de Paiva,Real,Brancos,8.0
2025,Aveiro,Castelo de Paiva,Real,Nulos,7.0
2025,Aveiro,Castelo de Paiva,Santa Maria de Sardoura,Inscritos,2020.0
2025,Aveiro,Castelo de Paiva,Santa Maria de Sardoura,Votantes,1322.0
2025,Aveiro,Castelo de Paiva,Santa Maria de Sardoura,TaxaAbstenção,34.55
2025,Aveiro,Castelo de Paiva,Santa Maria de Sardoura,Brancos,19.0
2025,Aveiro,Castelo de Paiva,Santa Maria de Sardoura,Nulos,11.0
2025,Aveiro,Castelo de Paiva,São Martinho de Sardoura,Inscritos,1584.0
2025,Aveiro,Castelo de Paiva,São Martinho de Sardoura,Votantes,1154.0
2025,Aveiro,Castelo de Paiva,São Martinho de Sardoura,TaxaAbstenção,27.150000000000006
2025,Aveiro,Castelo de Paiva,São Martinho de Sardoura,Brancos,10.0
2025,Aveiro,Castelo de Paiva,São Martinho de Sardoura,Nulos,18.0
2025,Aveiro,Castelo de Paiva,Sobrado e Bairros,Inscritos,4377.0
2025,Aveiro,Castelo de Paiva,Sobrado e Bairros,Votantes,2939.0
2025,Aveiro,Castelo de Paiva,Sobrado e Bairros,TaxaAbstenção,32.849999999999994
2025,Aveiro,Castelo de Paiva,Sobrado e Bairros,Brancos,36.0
2025,Aveiro,Castelo de Paiva,Sobrado e Bairros,Nulos,33.0
2025,Aveiro,Espinho,Anta e Guetim,Inscritos,10679.0
2025,Aveiro,Espinho,Anta e Guetim,Votantes,7381.0
2025,Aveiro,Espinho,Anta e Guetim,TaxaAbstenção,30.879999999999995
2025,Aveiro,Espinho,Anta e Guetim,Brancos,70.0
2025,Aveiro,Espinho,Anta e Guetim,Nulos,74.0
2025,Aveiro,Espinho,Espinho,Inscritos,9970.0
2025,Aveiro,Espinho,Espinho,Votantes,7127.0
2025,Aveiro,Espinho,Espinho,TaxaAbstenção,28.519999999999996
2025,Aveiro,Espinho,Espinho,Brancos,103.0
2025,Aveiro,Espinho,Espinho,Nulos,55.0
2025,Aveiro,Espinho,Paramos,Inscritos,3038.0
2025,Aveiro,Espinho,Paramos,Votantes,1896.0
2025,Aveiro,Espinho,Paramos,TaxaAbstenção,37.59
2025,Aveiro,Espinho,Paramos,Brancos,27.0
2025,Aveiro,Espinho,Paramos,Nulos,18.0
2025,Aveiro,Espinho,Silvalde,Inscritos,5660.0
2025,Aveiro,Espinho,Silvalde,Votantes,3781.0
2025,Aveiro,Espinho,Silvalde,TaxaAbstenção,33.2
2025,Aveiro,Espinho,Silvalde,Brancos,51.0
2025,Aveiro,Espinho,Silvalde,Nulos,33.0
2025,Aveiro,Estarreja,Avanca,Inscritos,5326.0
2025,Aveiro,Estarreja,Avanca,Votantes,3400.0
2025,Aveiro,Estarreja,Avanca,TaxaAbstenção,36.16
2025,Aveiro,Estarreja,Avanca,Brancos,57.0
2025,Aveiro,Estarreja,Avanca,Nulos,29.0
2025,Aveiro,Estarreja,Beduído e Veiros,Inscritos,9112.0
2025,Aveiro,Estarreja,Beduído e Veiros,Votantes,5528.0
2025,Aveiro,Estarreja,Beduído e Veiros,TaxaAbstenção,39.33
2025,Aveiro,Estarreja,Beduído e Veiros,Brancos,92.0
2025,Aveiro,Estarreja,Beduído e Veiros,Nulos,56.0
2025,Aveiro,Estarreja,Canelas e Fermelã,Inscritos,2487.0
2025,Aveiro,Estarreja,Canelas e Fermelã,Votantes,1622.0
2025,Aveiro,Estarreja,Canelas e Fermelã,TaxaAbstenção,34.78
2025,Aveiro,Estarreja,Canelas e Fermelã,Brancos,35.0
2025,Aveiro,Estarreja,Canelas e Fermelã,Nulos,22.0
2025,Aveiro,Estarreja,Pardilhó,Inscritos,3787.0
2025,Aveiro,Estarreja,Pardilhó,Votantes,1987.0
2025,Aveiro,Estarreja,Pardilhó,TaxaAbstenção,47.53
2025,Aveiro,Estarreja,Pardilhó,Brancos,22.0
2025,Aveiro,Estarreja,Pardilhó,Nulos,26.0
2025,Aveiro,Estarreja,Salreu,Inscritos,3285.0
2025,Aveiro,Estarreja,Salreu,Votantes,2040.0
2025,Aveiro,Estarreja,Salreu,TaxaAbstenção,37.9
2025,Aveiro,Estarreja,Salreu,Brancos,32.0
2025,Aveiro,Estarreja,Salreu,Nulos,26.0
2025,Aveiro,Ílhavo,Gafanha da Encarnação,Inscritos,5221.0
2025,Aveiro,Ílhavo,Gafanha da Encarnação,Votantes,2961.0
2025,Aveiro,Ílhavo,Gafanha da Encarnação,TaxaAbstenção,43.29
2025,Aveiro,Ílhavo,Gafanha da Encarnação,Brancos,59.0
2025,Aveiro,Ílhavo,Gafanha da Encarnação,Nulos,22.0
2025,Aveiro,Ílhavo,Gafanha da Nazaré,Inscritos,14083.0
2025,Aveiro,Ílhavo,Gafanha da Nazaré,Votantes,8547.0
2025,Aveiro,Ílhavo,Gafanha da Nazaré,TaxaAbstenção,39.31
2025,Aveiro,Ílhavo,Gafanha da Nazaré,Brancos,181.0
2025,Aveiro,Ílhavo,Gafanha da Nazaré,Nulos,66.0
2025,Aveiro,Ílhavo,Gafanha do Carmo,Inscritos,1784.0
2025,Aveiro,Ílhavo,Gafanha do Carmo,Votantes,983.0
2025,Aveiro,Ílhavo,Gafanha do Carmo,TaxaAbstenção,44.9
2025,Aveiro,Ílhavo,Gafanha do Carmo,Brancos,23.0
2025,Aveiro,Ílhavo,Gafanha do Carmo,Nulos,7.0
2025,Aveiro,Ílhavo,Ílhavo (São Salvador),Inscritos,15289.0
2025,Aveiro,Ílhavo,Ílhavo (São Salvador),Votantes,9365.0
2025,Aveiro,Ílhavo,Ílhavo (São Salvador),TaxaAbstenção,38.75
2025,Aveiro,Ílhavo,Ílhavo (São Salvador),Brancos,136.0
2025,Aveiro,Ílhavo,Ílhavo (São Salvador),Nulos,82.0
2025,Aveiro,Mealhada,Barcouço,Inscritos,1867.0
2025,Aveiro,Mealhada,Barcouço,Votantes,1113.0
2025,Aveiro,Mealhada,Barcouço,TaxaAbstenção,40.39
2025,Aveiro,Mealhada,Barcouço,Brancos,27.0
2025,Aveiro,Mealhada,Barcouço,Nulos,6.0
2025,Aveiro,Mealhada,Casal Comba,Inscritos,2919.0
2025,Aveiro,Mealhada,Casal Comba,Votantes,1667.0
2025,Aveiro,Mealhada,Casal Comba,TaxaAbstenção,42.89
2025,Aveiro,Mealhada,Casal Comba,Brancos,33.0
2025,Aveiro,Mealhada,Casal Comba,Nulos,14.0
2025,Aveiro,Mealhada,Luso,Inscritos,2149.0
2025,Aveiro,Mealhada,Luso,Votantes,1321.0
2025,Aveiro,Mealhada,Luso,TaxaAbstenção,38.53
2025,Aveiro,Mealhada,Luso,Brancos,44.0
2025,Aveiro,Mealhada,Luso,Nulos,12.0
2025,Aveiro,Mealhada,"Mealhada, Ventosa do Bairro e Antes",Inscritos,5667.0
2025,Aveiro,Mealhada,"Mealhada, Ventosa do Bairro e Antes",Votantes,3511.0
2025,Aveiro,Mealhada,"Mealhada, Ventosa do Bairro e Antes",TaxaAbstenção,38.04
2025,Aveiro,Mealhada,"Mealhada, Ventosa do Bairro e Antes",Brancos,69.0
2025,Aveiro,Mealhada,"Mealhada, Ventosa do Bairro e Antes",Nulos,35.0
2025,Aveiro,Mealhada,Pampilhosa,Inscritos,3469.0
2025,Aveiro,Mealhada,Pampilhosa,Votantes,2207.0
2025,Aveiro,Mealhada,Pampilhosa,TaxaAbstenção,36.38
2025,Aveiro,Mealhada,Pampilhosa,Brancos,53.0
2025,Aveiro,Mealhada,Pampilhosa,Nulos,22.0
2025,Aveiro,Mealhada,Vacariça,Inscritos,1582.0
2025,Aveiro,Mealhada,Vacariça,Votantes,968.0
2025,Aveiro,Mealhada,Vacariça,TaxaAbstenção,38.81
2025,Aveiro,Mealhada,Vacariça,Brancos,26.0
2025,Aveiro,Mealhada,Vacariça,Nulos,4.0
2025,Aveiro,Murtosa,Bunheiro,Inscritos,2406.0
2025,Aveiro,Murtosa,Bunheiro,Votantes,1377.0
2025,Aveiro,Murtosa,Bunheiro,TaxaAbstenção,42.77
2025,Aveiro,Murtosa,Bunheiro,Brancos,16.0
2025,Aveiro,Murtosa,Bunheiro,Nulos,8.0
2025,Aveiro,Murtosa,Monte,Inscritos,1558.0
2025,Aveiro,Murtosa,Monte,Votantes,806.0
2025,Aveiro,Murtosa,Monte,TaxaAbstenção,48.27
2025,Aveiro,Murtosa,Monte,Brancos,19.0
2025,Aveiro,Murtosa,Monte,Nulos,14.0
2025,Aveiro,Murtosa,Murtosa,Inscritos,3178.0
2025,Aveiro,Murtosa,Murtosa,Votantes,1539.0
2025,Aveiro,Murtosa,Murtosa,TaxaAbstenção,51.57
2025,Aveiro,Murtosa,Murtosa,Brancos,23.0
2025,Aveiro,Murtosa,Murtosa,Nulos,9.0
2025,Aveiro,Murtosa,Torreira,Inscritos,2805.0
2025,Aveiro,Murtosa,Torreira,Votantes,1554.0
2025,Aveiro,Murtosa,Torreira,TaxaAbstenção,44.6
2025,Aveiro,Murtosa,Torreira,Brancos,21.0
2025,Aveiro,Murtosa,Torreira,Nulos,23.0
2025,Aveiro,Oliveira de Azeméis,Carregosa,Inscritos,3060.0
2025,Aveiro,Oliveira de Azeméis,Carregosa,Votantes,2135.0
2025,Aveiro,Oliveira de Azeméis,Carregosa,TaxaAbstenção,30.230000000000004
2025,Aveiro,Oliveira de Azeméis,Carregosa,Brancos,20.0
2025,Aveiro,Oliveira de Azeméis,Carregosa,Nulos,17.0
2025,Aveiro,Oliveira de Azeméis,Cesar,Inscritos,2806.0
2025,Aveiro,Oliveira de Azeméis,Cesar,Votantes,1959.0
2025,Aveiro,Oliveira de Azeméis,Cesar,TaxaAbstenção,30.189999999999998
2025,Aveiro,Oliveira de Azeméis,Cesar,Brancos,28.0
2025,Aveiro,Oliveira de Azeméis,Cesar,Nulos,34.0
2025,Aveiro,Oliveira de Azeméis,Fajões,Inscritos,2708.0
2025,Aveiro,Oliveira de Azeméis,Fajões,Votantes,1771.0
2025,Aveiro,Oliveira de Azeméis,Fajões,TaxaAbstenção,34.599999999999994
2025,Aveiro,Oliveira de Azeméis,Fajões,Brancos,20.0
2025,Aveiro,Oliveira de Azeméis,Fajões,Nulos,23.0
2025,Aveiro,Oliveira de Azeméis,Loureiro,Inscritos,3332.0
2025,Aveiro,Oliveira de Azeméis,Loureiro,Votantes,2202.0
2025,Aveiro,Oliveira de Azeméis,Loureiro,TaxaAbstenção,33.91
2025,Aveiro,Oliveira de Azeméis,Loureiro,Brancos,29.0
2025,Aveiro,Oliveira de Azeméis,Loureiro,Nulos,14.0
2025,Aveiro,Oliveira de Azeméis,Macieira de Sarnes,Inscritos,1639.0
2025,Aveiro,Oliveira de Azeméis,Macieira de Sarnes,Votantes,1139.0
2025,Aveiro,Oliveira de Azeméis,Macieira de Sarnes,TaxaAbstenção,30.510000000000005
2025,Aveiro,Oliveira de Azeméis,Macieira de Sarnes,Brancos,17.0
2025,Aveiro,Oliveira de Azeméis,Macieira de Sarnes,Nulos,12.0
2025,Aveiro,Oliveira de Azeméis,Nogueira do Cravo e Pindelo,Inscritos,4689.0
2025,Aveiro,Oliveira de Azeméis,Nogueira do Cravo e Pindelo,Votantes,3297.0
2025,Aveiro,Oliveira de Azeméis,Nogueira do Cravo e Pindelo,TaxaAbstenção,29.689999999999998
2025,Aveiro,Oliveira de Azeméis,Nogueira do Cravo e Pindelo,Brancos,42.0
2025,Aveiro,Oliveira de Azeméis,Nogueira do Cravo e Pindelo,Nulos,47.0
2025,Aveiro,Oliveira de Azeméis,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",Inscritos,18658.0
2025,Aveiro,Oliveira de Azeméis,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",Votantes,11899.0
2025,Aveiro,Oliveira de Azeméis,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",TaxaAbstenção,36.23
2025,Aveiro,Oliveira de Azeméis,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",Brancos,194.0
2025,Aveiro,Oliveira de Azeméis,"O. Azeméis, Riba-Ul, Ul, Macinhata Seixa, Madail",Nulos,122.0
2025,Aveiro,Oliveira de Azeméis,Ossela,Inscritos,1798.0
2025,Aveiro,Oliveira de Azeméis,Ossela,Votantes,1221.0
2025,Aveiro,Oliveira de Azeméis,Ossela,TaxaAbstenção,32.09
2025,Aveiro,Oliveira de Azeméis,Ossela,Brancos,22.0
2025,Aveiro,Oliveira de Azeméis,Ossela,Nulos,29.0
