Ano,Distrito,Concelho,Freguesia,Partido,Votos,Percentagem
2025,Braga,Guimarães,Aldão,IL,84,9.03
2025,Braga,Guimarães,Aldão,L,25,2.69
2025,Braga,Guimarães,Aldão,B.E.,17,1.83
2025,Braga,Guimarães,Aldão,ADN,16,1.72
2025,Braga,Guimarães,Aldão,PCP-PEV,15,1.61
2025,Braga,Guimarães,Aldão,PAN,7,0.75
2025,Braga,Guimarães,Aldão,JPP,1,0.11
2025,Braga,Guimarães,Aldão,ND,1,0.11
2025,Braga,Guimarães,Aldão,R.I.R.,1,0.11
2025,Braga,Guimarães,Aldão,VP,1,0.11
2025,Braga,Guimarães,Aldão,E,0,0.0
2025,Braga,Guimarães,Aldão,PPM,0,0.0
2025,Braga,Guimarães,Arosa e Castelões,PPD/PSD.CDS-PP,147,37.22
2025,Braga,Guimarães,Arosa e Castelões,PS,111,28.1
2025,Braga,Guimarães,Arosa e Castelões,CH,91,23.04
2025,Braga,Guimarães,Arosa e Castelões,IL,21,5.32
2025,Braga,Guimarães,Arosa e Castelões,B.E.,7,1.77
2025,Braga,Guimarães,Arosa e Castelões,L,7,1.77
2025,Braga,Guimarães,Arosa e Castelões,PCP-PEV,4,1.01
2025,Braga,Guimarães,Arosa e Castelões,ADN,3,0.76
2025,Braga,Guimarães,Arosa e Castelões,R.I.R.,2,0.51
2025,Braga,Guimarães,Arosa e Castelões,JPP,1,0.25
2025,Braga,Guimarães,Arosa e Castelões,ND,1,0.25
2025,Braga,Guimarães,Arosa e Castelões,E,0,0.0
2025,Braga,Guimarães,Arosa e Castelões,PAN,0,0.0
2025,Braga,Guimarães,Arosa e Castelões,PPM,0,0.0
2025,Braga,Guimarães,Arosa e Castelões,VP,0,0.0
2025,Braga,Guimarães,Atães e Rendufe,PPD/PSD.CDS-PP,561,35.71
2025,Braga,Guimarães,Atães e Rendufe,CH,462,29.41
2025,Braga,Guimarães,Atães e Rendufe,PS,348,22.15
2025,Braga,Guimarães,Atães e Rendufe,IL,65,4.14
2025,Braga,Guimarães,Atães e Rendufe,L,30,1.91
2025,Braga,Guimarães,Atães e Rendufe,ADN,28,1.78
2025,Braga,Guimarães,Atães e Rendufe,PCP-PEV,26,1.65
2025,Braga,Guimarães,Atães e Rendufe,B.E.,24,1.53
2025,Braga,Guimarães,Atães e Rendufe,PAN,12,0.76
2025,Braga,Guimarães,Atães e Rendufe,ND,9,0.57
2025,Braga,Guimarães,Atães e Rendufe,R.I.R.,3,0.19
2025,Braga,Guimarães,Atães e Rendufe,VP,2,0.13
2025,Braga,Guimarães,Atães e Rendufe,JPP,1,0.06
2025,Braga,Guimarães,Atães e Rendufe,E,0,0.0
2025,Braga,Guimarães,Atães e Rendufe,PPM,0,0.0
2025,Braga,Guimarães,Azurém,PPD/PSD.CDS-PP,1877,34.07
2025,Braga,Guimarães,Azurém,PS,1422,25.81
2025,Braga,Guimarães,Azurém,CH,1049,19.04
2025,Braga,Guimarães,Azurém,IL,496,9.0
2025,Braga,Guimarães,Azurém,L,226,4.1
2025,Braga,Guimarães,Azurém,PCP-PEV,159,2.89
2025,Braga,Guimarães,Azurém,B.E.,148,2.69
2025,Braga,Guimarães,Azurém,PAN,59,1.07
2025,Braga,Guimarães,Azurém,ADN,47,0.85
2025,Braga,Guimarães,Azurém,E,9,0.16
2025,Braga,Guimarães,Azurém,ND,5,0.09
2025,Braga,Guimarães,Azurém,R.I.R.,5,0.09
2025,Braga,Guimarães,Azurém,PPM,3,0.05
2025,Braga,Guimarães,Azurém,VP,3,0.05
2025,Braga,Guimarães,Azurém,JPP,1,0.02
2025,Braga,Guimarães,Barco,PPD/PSD.CDS-PP,385,42.26
2025,Braga,Guimarães,Barco,PS,209,22.94
2025,Braga,Guimarães,Barco,CH,195,21.41
2025,Braga,Guimarães,Barco,IL,48,5.27
2025,Braga,Guimarães,Barco,B.E.,21,2.31
2025,Braga,Guimarães,Barco,L,19,2.09
2025,Braga,Guimarães,Barco,PCP-PEV,15,1.65
2025,Braga,Guimarães,Barco,ADN,10,1.1
2025,Braga,Guimarães,Barco,PAN,5,0.55
2025,Braga,Guimarães,Barco,VP,2,0.22
2025,Braga,Guimarães,Barco,ND,1,0.11
2025,Braga,Guimarães,Barco,PPM,1,0.11
2025,Braga,Guimarães,Barco,E,0,0.0
2025,Braga,Guimarães,Barco,JPP,0,0.0
2025,Braga,Guimarães,Barco,R.I.R.,0,0.0
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,PPD/PSD.CDS-PP,503,36.72
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,CH,349,25.47
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,PS,334,24.38
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,IL,59,4.31
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,B.E.,29,2.12
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,L,29,2.12
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,PCP-PEV,22,1.61
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,ADN,18,1.31
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,PAN,13,0.95
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,ND,5,0.36
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,R.I.R.,4,0.29
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,E,2,0.15
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,VP,2,0.15
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,JPP,1,0.07
2025,Braga,Guimarães,Briteiros Santo Estêvão e Donim,PPM,0,0.0
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,PPD/PSD.CDS-PP,412,39.46
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,CH,270,25.86
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,PS,241,23.08
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,IL,40,3.83
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,PCP-PEV,25,2.39
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,B.E.,18,1.72
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,L,13,1.25
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,ADN,12,1.15
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,PAN,6,0.57
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,JPP,2,0.19
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,R.I.R.,2,0.19
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,E,1,0.1
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,ND,1,0.1
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,PPM,1,0.1
2025,Braga,Guimarães,Briteiros São Salvador e Briteiros Santa Leocádia,VP,0,0.0
2025,Braga,Guimarães,Brito,PPD/PSD.CDS-PP,1009,33.05
2025,Braga,Guimarães,Brito,PS,852,27.91
2025,Braga,Guimarães,Brito,CH,681,22.31
2025,Braga,Guimarães,Brito,IL,200,6.55
2025,Braga,Guimarães,Brito,L,84,2.75
2025,Braga,Guimarães,Brito,PCP-PEV,77,2.52
2025,Braga,Guimarães,Brito,B.E.,75,2.46
2025,Braga,Guimarães,Brito,PAN,26,0.85
2025,Braga,Guimarães,Brito,ADN,22,0.72
2025,Braga,Guimarães,Brito,R.I.R.,10,0.33
2025,Braga,Guimarães,Brito,VP,8,0.26
2025,Braga,Guimarães,Brito,ND,6,0.2
2025,Braga,Guimarães,Brito,PPM,3,0.1
2025,Braga,Guimarães,Brito,E,0,0.0
2025,Braga,Guimarães,Brito,JPP,0,0.0
2025,Braga,Guimarães,Caldelas,PPD/PSD.CDS-PP,1385,34.2
2025,Braga,Guimarães,Caldelas,PS,1066,26.32
2025,Braga,Guimarães,Caldelas,CH,852,21.04
2025,Braga,Guimarães,Caldelas,IL,306,7.56
2025,Braga,Guimarães,Caldelas,L,138,3.41
2025,Braga,Guimarães,Caldelas,B.E.,111,2.74
2025,Braga,Guimarães,Caldelas,PCP-PEV,96,2.37
2025,Braga,Guimarães,Caldelas,PAN,42,1.04
2025,Braga,Guimarães,Caldelas,ADN,26,0.64
2025,Braga,Guimarães,Caldelas,R.I.R.,11,0.27
2025,Braga,Guimarães,Caldelas,VP,9,0.22
2025,Braga,Guimarães,Caldelas,E,2,0.05
2025,Braga,Guimarães,Caldelas,JPP,2,0.05
2025,Braga,Guimarães,Caldelas,ND,2,0.05
2025,Braga,Guimarães,Caldelas,PPM,2,0.05
2025,Braga,Guimarães,Candoso (São Martinho),PS,291,31.91
2025,Braga,Guimarães,Candoso (São Martinho),PPD/PSD.CDS-PP,285,31.25
2025,Braga,Guimarães,Candoso (São Martinho),CH,154,16.89
2025,Braga,Guimarães,Candoso (São Martinho),IL,49,5.37
2025,Braga,Guimarães,Candoso (São Martinho),PCP-PEV,44,4.82
2025,Braga,Guimarães,Candoso (São Martinho),L,40,4.39
2025,Braga,Guimarães,Candoso (São Martinho),B.E.,21,2.3
2025,Braga,Guimarães,Candoso (São Martinho),PAN,13,1.43
2025,Braga,Guimarães,Candoso (São Martinho),ADN,10,1.1
2025,Braga,Guimarães,Candoso (São Martinho),VP,2,0.22
2025,Braga,Guimarães,Candoso (São Martinho),E,1,0.11
2025,Braga,Guimarães,Candoso (São Martinho),PPM,1,0.11
2025,Braga,Guimarães,Candoso (São Martinho),R.I.R.,1,0.11
2025,Braga,Guimarães,Candoso (São Martinho),JPP,0,0.0
2025,Braga,Guimarães,Candoso (São Martinho),ND,0,0.0
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,PPD/PSD.CDS-PP,840,34.62
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,PS,631,26.01
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,CH,476,19.62
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,IL,221,9.11
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,L,94,3.87
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,B.E.,51,2.1
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,PCP-PEV,46,1.9
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,ADN,27,1.11
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,PAN,23,0.95
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,R.I.R.,6,0.25
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,E,4,0.16
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,ND,4,0.16
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,JPP,1,0.04
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,PPM,1,0.04
2025,Braga,Guimarães,Candoso São Tiago e Mascotelos,VP,1,0.04
2025,Braga,Guimarães,Conde e Gandarela,PS,532,34.21
2025,Braga,Guimarães,Conde e Gandarela,PPD/PSD.CDS-PP,355,22.83
2025,Braga,Guimarães,Conde e Gandarela,CH,353,22.7
2025,Braga,Guimarães,Conde e Gandarela,IL,108,6.95
2025,Braga,Guimarães,Conde e Gandarela,PCP-PEV,105,6.75
2025,Braga,Guimarães,Conde e Gandarela,L,41,2.64
2025,Braga,Guimarães,Conde e Gandarela,B.E.,18,1.16
2025,Braga,Guimarães,Conde e Gandarela,ADN,17,1.09
2025,Braga,Guimarães,Conde e Gandarela,PAN,11,0.71
2025,Braga,Guimarães,Conde e Gandarela,ND,7,0.45
2025,Braga,Guimarães,Conde e Gandarela,VP,3,0.19
2025,Braga,Guimarães,Conde e Gandarela,PPM,2,0.13
2025,Braga,Guimarães,Conde e Gandarela,R.I.R.,2,0.13
2025,Braga,Guimarães,Conde e Gandarela,JPP,1,0.06
2025,Braga,Guimarães,Conde e Gandarela,E,0,0.0
2025,Braga,Guimarães,Costa,PPD/PSD.CDS-PP,1495,44.55
2025,Braga,Guimarães,Costa,PS,606,18.06
2025,Braga,Guimarães,Costa,CH,477,14.21
2025,Braga,Guimarães,Costa,IL,393,11.71
2025,Braga,Guimarães,Costa,L,180,5.36
2025,Braga,Guimarães,Costa,B.E.,77,2.29
2025,Braga,Guimarães,Costa,PCP-PEV,56,1.67
2025,Braga,Guimarães,Costa,PAN,35,1.04
2025,Braga,Guimarães,Costa,ADN,20,0.6
2025,Braga,Guimarães,Costa,VP,8,0.24
2025,Braga,Guimarães,Costa,R.I.R.,4,0.12
2025,Braga,Guimarães,Costa,E,3,0.09
2025,Braga,Guimarães,Costa,ND,2,0.06
2025,Braga,Guimarães,Costa,JPP,0,0.0
2025,Braga,Guimarães,Costa,PPM,0,0.0
2025,Braga,Guimarães,Creixomil,PPD/PSD.CDS-PP,2328,38.2
2025,Braga,Guimarães,Creixomil,PS,1483,24.34
2025,Braga,Guimarães,Creixomil,CH,1041,17.08
2025,Braga,Guimarães,Creixomil,IL,512,8.4
2025,Braga,Guimarães,Creixomil,L,244,4.0
2025,Braga,Guimarães,Creixomil,PCP-PEV,223,3.66
2025,Braga,Guimarães,Creixomil,B.E.,124,2.03
2025,Braga,Guimarães,Creixomil,PAN,64,1.05
2025,Braga,Guimarães,Creixomil,ADN,40,0.66
2025,Braga,Guimarães,Creixomil,E,8,0.13
2025,Braga,Guimarães,Creixomil,R.I.R.,8,0.13
2025,Braga,Guimarães,Creixomil,VP,8,0.13
2025,Braga,Guimarães,Creixomil,ND,6,0.1
2025,Braga,Guimarães,Creixomil,JPP,4,0.07
2025,Braga,Guimarães,Creixomil,PPM,1,0.02
2025,Braga,Guimarães,Fermentões,PPD/PSD.CDS-PP,1031,29.73
2025,Braga,Guimarães,Fermentões,PS,985,28.4
2025,Braga,Guimarães,Fermentões,CH,786,22.66
2025,Braga,Guimarães,Fermentões,IL,258,7.44
2025,Braga,Guimarães,Fermentões,L,132,3.81
2025,Braga,Guimarães,Fermentões,PCP-PEV,102,2.94
2025,Braga,Guimarães,Fermentões,B.E.,84,2.42
2025,Braga,Guimarães,Fermentões,PAN,39,1.12
2025,Braga,Guimarães,Fermentões,ADN,32,0.92
2025,Braga,Guimarães,Fermentões,E,8,0.23
2025,Braga,Guimarães,Fermentões,VP,4,0.12
2025,Braga,Guimarães,Fermentões,R.I.R.,3,0.09
2025,Braga,Guimarães,Fermentões,ND,2,0.06
2025,Braga,Guimarães,Fermentões,JPP,1,0.03
2025,Braga,Guimarães,Fermentões,PPM,1,0.03
2025,Braga,Guimarães,Gonça,PPD/PSD.CDS-PP,227,35.58
2025,Braga,Guimarães,Gonça,PS,217,34.01
2025,Braga,Guimarães,Gonça,CH,125,19.59
2025,Braga,Guimarães,Gonça,IL,32,5.02
2025,Braga,Guimarães,Gonça,B.E.,9,1.41
2025,Braga,Guimarães,Gonça,L,9,1.41
2025,Braga,Guimarães,Gonça,PCP-PEV,8,1.25
2025,Braga,Guimarães,Gonça,ADN,3,0.47
2025,Braga,Guimarães,Gonça,E,2,0.31
2025,Braga,Guimarães,Gonça,ND,2,0.31
2025,Braga,Guimarães,Gonça,PAN,2,0.31
2025,Braga,Guimarães,Gonça,JPP,1,0.16
2025,Braga,Guimarães,Gonça,R.I.R.,1,0.16
2025,Braga,Guimarães,Gonça,PPM,0,0.0
2025,Braga,Guimarães,Gonça,VP,0,0.0
2025,Braga,Guimarães,Gondar,PS,547,33.68
2025,Braga,Guimarães,Gondar,PPD/PSD.CDS-PP,395,24.32
2025,Braga,Guimarães,Gondar,CH,374,23.03
2025,Braga,Guimarães,Gondar,IL,98,6.03
2025,Braga,Guimarães,Gondar,PCP-PEV,85,5.23
2025,Braga,Guimarães,Gondar,L,48,2.96
2025,Braga,Guimarães,Gondar,B.E.,33,2.03
2025,Braga,Guimarães,Gondar,ADN,18,1.11
2025,Braga,Guimarães,Gondar,PAN,14,0.86
2025,Braga,Guimarães,Gondar,E,6,0.37
2025,Braga,Guimarães,Gondar,VP,3,0.18
2025,Braga,Guimarães,Gondar,JPP,1,0.06
2025,Braga,Guimarães,Gondar,ND,1,0.06
2025,Braga,Guimarães,Gondar,PPM,1,0.06
2025,Braga,Guimarães,Gondar,R.I.R.,0,0.0
2025,Braga,Guimarães,Guardizela,PS,471,31.59
2025,Braga,Guimarães,Guardizela,PPD/PSD.CDS-PP,461,30.92
2025,Braga,Guimarães,Guardizela,CH,322,21.6
2025,Braga,Guimarães,Guardizela,IL,105,7.04
2025,Braga,Guimarães,Guardizela,L,39,2.62
2025,Braga,Guimarães,Guardizela,PCP-PEV,35,2.35
2025,Braga,Guimarães,Guardizela,B.E.,29,1.95
2025,Braga,Guimarães,Guardizela,PAN,13,0.87
2025,Braga,Guimarães,Guardizela,ADN,9,0.6
2025,Braga,Guimarães,Guardizela,E,2,0.13
2025,Braga,Guimarães,Guardizela,ND,2,0.13
2025,Braga,Guimarães,Guardizela,R.I.R.,2,0.13
2025,Braga,Guimarães,Guardizela,VP,1,0.07
2025,Braga,Guimarães,Guardizela,JPP,0,0.0
2025,Braga,Guimarães,Guardizela,PPM,0,0.0
2025,Braga,Guimarães,Infantas,PPD/PSD.CDS-PP,346,31.98
2025,Braga,Guimarães,Infantas,CH,285,26.34
2025,Braga,Guimarães,Infantas,PS,275,25.42
2025,Braga,Guimarães,Infantas,IL,68,6.28
2025,Braga,Guimarães,Infantas,L,28,2.59
2025,Braga,Guimarães,Infantas,ADN,20,1.85
2025,Braga,Guimarães,Infantas,B.E.,17,1.57
2025,Braga,Guimarães,Infantas,PCP-PEV,15,1.39
2025,Braga,Guimarães,Infantas,ND,7,0.65
2025,Braga,Guimarães,Infantas,PAN,7,0.65
2025,Braga,Guimarães,Infantas,R.I.R.,6,0.55
2025,Braga,Guimarães,Infantas,JPP,3,0.28
2025,Braga,Guimarães,Infantas,VP,3,0.28
2025,Braga,Guimarães,Infantas,E,2,0.18
2025,Braga,Guimarães,Infantas,PPM,0,0.0
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",PPD/PSD.CDS-PP,423,43.43
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",CH,234,24.02
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",PS,202,20.74
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",IL,52,5.34
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",L,16,1.64
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",ADN,13,1.33
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",B.E.,10,1.03
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",PCP-PEV,10,1.03
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",ND,5,0.51
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",PAN,3,0.31
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",E,2,0.21
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",R.I.R.,2,0.21
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",JPP,1,0.1
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",VP,1,0.1
2025,Braga,Guimarães,"Leitões, Oleiros e Figueiredo",PPM,0,0.0
2025,Braga,Guimarães,Longos,PPD/PSD.CDS-PP,342,39.04
2025,Braga,Guimarães,Longos,CH,228,26.03
2025,Braga,Guimarães,Longos,PS,199,22.72
2025,Braga,Guimarães,Longos,IL,36,4.11
2025,Braga,Guimarães,Longos,B.E.,18,2.05
2025,Braga,Guimarães,Longos,PCP-PEV,14,1.6
2025,Braga,Guimarães,Longos,ADN,12,1.37
2025,Braga,Guimarães,Longos,L,12,1.37
2025,Braga,Guimarães,Longos,PAN,5,0.57
2025,Braga,Guimarães,Longos,ND,4,0.46
2025,Braga,Guimarães,Longos,VP,3,0.34
2025,Braga,Guimarães,Longos,JPP,1,0.11
2025,Braga,Guimarães,Longos,PPM,1,0.11
2025,Braga,Guimarães,Longos,R.I.R.,1,0.11
2025,Braga,Guimarães,Longos,E,0,0.0
2025,Braga,Guimarães,Lordelo,PPD/PSD.CDS-PP,800,31.94
2025,Braga,Guimarães,Lordelo,PS,769,30.7
2025,Braga,Guimarães,Lordelo,CH,512,20.44
2025,Braga,Guimarães,Lordelo,IL,160,6.39
2025,Braga,Guimarães,Lordelo,L,79,3.15
2025,Braga,Guimarães,Lordelo,B.E.,60,2.4
2025,Braga,Guimarães,Lordelo,PCP-PEV,56,2.24
2025,Braga,Guimarães,Lordelo,PAN,33,1.32
2025,Braga,Guimarães,Lordelo,ADN,19,0.76
2025,Braga,Guimarães,Lordelo,E,8,0.32
2025,Braga,Guimarães,Lordelo,ND,4,0.16
2025,Braga,Guimarães,Lordelo,R.I.R.,4,0.16
2025,Braga,Guimarães,Lordelo,VP,1,0.04
2025,Braga,Guimarães,Lordelo,JPP,0,0.0
2025,Braga,Guimarães,Lordelo,PPM,0,0.0
2025,Braga,Guimarães,Mesão Frio,PPD/PSD.CDS-PP,1147,38.39
2025,Braga,Guimarães,Mesão Frio,PS,711,23.8
2025,Braga,Guimarães,Mesão Frio,CH,570,19.08
2025,Braga,Guimarães,Mesão Frio,IL,258,8.63
2025,Braga,Guimarães,Mesão Frio,L,120,4.02
2025,Braga,Guimarães,Mesão Frio,PCP-PEV,61,2.04
2025,Braga,Guimarães,Mesão Frio,B.E.,49,1.64
2025,Braga,Guimarães,Mesão Frio,ADN,27,0.9
2025,Braga,Guimarães,Mesão Frio,PAN,27,0.9
2025,Braga,Guimarães,Mesão Frio,R.I.R.,7,0.23
2025,Braga,Guimarães,Mesão Frio,ND,5,0.17
2025,Braga,Guimarães,Mesão Frio,JPP,3,0.1
2025,Braga,Guimarães,Mesão Frio,VP,2,0.07
2025,Braga,Guimarães,Mesão Frio,PPM,1,0.03
2025,Braga,Guimarães,Mesão Frio,E,0,0.0
2025,Braga,Guimarães,Moreira de Cónegos,PS,1032,35.25
2025,Braga,Guimarães,Moreira de Cónegos,PPD/PSD.CDS-PP,786,26.84
2025,Braga,Guimarães,Moreira de Cónegos,CH,577,19.71
2025,Braga,Guimarães,Moreira de Cónegos,IL,180,6.15
2025,Braga,Guimarães,Moreira de Cónegos,PCP-PEV,135,4.61
2025,Braga,Guimarães,Moreira de Cónegos,L,79,2.7
2025,Braga,Guimarães,Moreira de Cónegos,B.E.,50,1.71
2025,Braga,Guimarães,Moreira de Cónegos,ADN,37,1.26
2025,Braga,Guimarães,Moreira de Cónegos,PAN,32,1.09
2025,Braga,Guimarães,Moreira de Cónegos,PPM,6,0.2
2025,Braga,Guimarães,Moreira de Cónegos,ND,4,0.14
2025,Braga,Guimarães,Moreira de Cónegos,R.I.R.,4,0.14
2025,Braga,Guimarães,Moreira de Cónegos,JPP,3,0.1
2025,Braga,Guimarães,Moreira de Cónegos,VP,2,0.07
2025,Braga,Guimarães,Moreira de Cónegos,E,1,0.03
2025,Braga,Guimarães,Nespereira,PS,539,32.03
2025,Braga,Guimarães,Nespereira,PPD/PSD.CDS-PP,469,27.87
2025,Braga,Guimarães,Nespereira,CH,397,23.59
2025,Braga,Guimarães,Nespereira,IL,120,7.13
2025,Braga,Guimarães,Nespereira,L,48,2.85
2025,Braga,Guimarães,Nespereira,PCP-PEV,38,2.26
2025,Braga,Guimarães,Nespereira,B.E.,30,1.78
2025,Braga,Guimarães,Nespereira,PAN,17,1.01
2025,Braga,Guimarães,Nespereira,ADN,14,0.83
2025,Braga,Guimarães,Nespereira,R.I.R.,5,0.3
2025,Braga,Guimarães,Nespereira,E,2,0.12
2025,Braga,Guimarães,Nespereira,ND,2,0.12
2025,Braga,Guimarães,Nespereira,PPM,1,0.06
2025,Braga,Guimarães,Nespereira,VP,1,0.06
2025,Braga,Guimarães,Nespereira,JPP,0,0.0
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",PPD/PSD.CDS-PP,1818,39.37
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",PS,1179,25.53
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",CH,673,14.57
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",IL,339,7.34
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",L,233,5.05
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",PCP-PEV,152,3.29
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",B.E.,126,2.73
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",PAN,40,0.87
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",ADN,35,0.76
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",ND,6,0.13
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",E,5,0.11
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",VP,5,0.11
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",JPP,3,0.06
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",PPM,2,0.04
2025,Braga,Guimarães,"Oliveira, São Paio e São Sebastião",R.I.R.,2,0.04
2025,Braga,Guimarães,Pencelo,PPD/PSD.CDS-PP,241,30.35
2025,Braga,Guimarães,Pencelo,PS,237,29.85
2025,Braga,Guimarães,Pencelo,CH,190,23.93
2025,Braga,Guimarães,Pencelo,IL,51,6.42
2025,Braga,Guimarães,Pencelo,L,20,2.52
2025,Braga,Guimarães,Pencelo,PCP-PEV,18,2.27
2025,Braga,Guimarães,Pencelo,B.E.,13,1.64
2025,Braga,Guimarães,Pencelo,ADN,10,1.26
2025,Braga,Guimarães,Pencelo,PAN,8,1.01
2025,Braga,Guimarães,Pencelo,R.I.R.,3,0.38
2025,Braga,Guimarães,Pencelo,VP,2,0.25
2025,Braga,Guimarães,Pencelo,ND,1,0.13
2025,Braga,Guimarães,Pencelo,E,0,0.0
2025,Braga,Guimarães,Pencelo,JPP,0,0.0
2025,Braga,Guimarães,Pencelo,PPM,0,0.0
2025,Braga,Guimarães,Pinheiro,PPD/PSD.CDS-PP,262,35.99
2025,Braga,Guimarães,Pinheiro,PS,199,27.34
2025,Braga,Guimarães,Pinheiro,CH,148,20.33
2025,Braga,Guimarães,Pinheiro,IL,59,8.1
2025,Braga,Guimarães,Pinheiro,L,24,3.3
2025,Braga,Guimarães,Pinheiro,PCP-PEV,12,1.65
2025,Braga,Guimarães,Pinheiro,B.E.,9,1.24
2025,Braga,Guimarães,Pinheiro,PAN,8,1.1
2025,Braga,Guimarães,Pinheiro,ADN,4,0.55
2025,Braga,Guimarães,Pinheiro,ND,1,0.14
2025,Braga,Guimarães,Pinheiro,R.I.R.,1,0.14
2025,Braga,Guimarães,Pinheiro,VP,1,0.14
2025,Braga,Guimarães,Pinheiro,E,0,0.0
2025,Braga,Guimarães,Pinheiro,JPP,0,0.0
2025,Braga,Guimarães,Pinheiro,PPM,0,0.0
2025,Braga,Guimarães,Polvoreira,PS,773,35.23
2025,Braga,Guimarães,Polvoreira,PPD/PSD.CDS-PP,619,28.21
2025,Braga,Guimarães,Polvoreira,CH,470,21.42
2025,Braga,Guimarães,Polvoreira,IL,138,6.29
2025,Braga,Guimarães,Polvoreira,L,50,2.28
2025,Braga,Guimarães,Polvoreira,PCP-PEV,46,2.1
2025,Braga,Guimarães,Polvoreira,B.E.,35,1.6
2025,Braga,Guimarães,Polvoreira,PAN,27,1.23
2025,Braga,Guimarães,Polvoreira,ADN,22,1.0
2025,Braga,Guimarães,Polvoreira,ND,7,0.32
2025,Braga,Guimarães,Polvoreira,E,4,0.18
2025,Braga,Guimarães,Polvoreira,R.I.R.,2,0.09
