Ano,Distrito,Concelho,Freguesia,Partido,Votos,Percentagem
2025,Açores,Angra do Heroísmo,Altares,PPD/PSD.CDS-PP.PPM,169,42.46
2025,Açores,Angra do Heroísmo,Altares,PS,117,29.4
2025,Açores,Angra do Heroísmo,Altares,CH,80,20.1
2025,Açores,Angra do Heroísmo,Altares,B.E.,10,2.51
2025,Açores,Angra do Heroísmo,Altares,IL,9,2.26
2025,Açores,Angra do Heroísmo,Altares,ADN,6,1.51
2025,Açores,Angra do Heroísmo,Altares,L,5,1.26
2025,Açores,Angra do Heroísmo,Altares,PCP-PEV,1,0.25
2025,Açores,Angra do Heroísmo,Altares,R.I.R.,1,0.25
2025,Açores,Angra do Heroísmo,Altares,E,0,0.0
2025,Açores,Angra do Heroísmo,Altares,JPP,0,0.0
2025,Açores,Angra do Heroísmo,Altares,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Altares,PAN,0,0.0
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),PPD/PSD.CDS-PP.PPM,532,34.23
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),PS,504,32.43
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),CH,278,17.89
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),L,64,4.12
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),B.E.,49,3.15
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),IL,48,3.09
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),ADN,26,1.67
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),PCP-PEV,25,1.61
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),PAN,17,1.09
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),R.I.R.,4,0.26
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),JPP,3,0.19
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),E,2,0.13
2025,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição),MPT,2,0.13
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),PPD/PSD.CDS-PP.PPM,397,36.03
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),PS,379,34.39
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),CH,192,17.42
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),IL,50,4.54
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),B.E.,24,2.18
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),L,19,1.72
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),PCP-PEV,14,1.27
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),ADN,13,1.18
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),PAN,13,1.18
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),JPP,1,0.09
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),E,0,0.0
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),MPT,0,0.0
2025,Açores,Angra do Heroísmo,Angra (Santa Luzia),R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,Angra (São Pedro),PPD/PSD.CDS-PP.PPM,799,45.4
2025,Açores,Angra do Heroísmo,Angra (São Pedro),PS,483,27.44
2025,Açores,Angra do Heroísmo,Angra (São Pedro),CH,204,11.59
2025,Açores,Angra do Heroísmo,Angra (São Pedro),IL,82,4.66
2025,Açores,Angra do Heroísmo,Angra (São Pedro),L,63,3.58
2025,Açores,Angra do Heroísmo,Angra (São Pedro),B.E.,48,2.73
2025,Açores,Angra do Heroísmo,Angra (São Pedro),ADN,25,1.42
2025,Açores,Angra do Heroísmo,Angra (São Pedro),PCP-PEV,25,1.42
2025,Açores,Angra do Heroísmo,Angra (São Pedro),PAN,24,1.36
2025,Açores,Angra do Heroísmo,Angra (São Pedro),E,2,0.11
2025,Açores,Angra do Heroísmo,Angra (São Pedro),JPP,2,0.11
2025,Açores,Angra do Heroísmo,Angra (São Pedro),MPT,2,0.11
2025,Açores,Angra do Heroísmo,Angra (São Pedro),R.I.R.,1,0.06
2025,Açores,Angra do Heroísmo,Angra (Sé),PPD/PSD.CDS-PP.PPM,238,43.67
2025,Açores,Angra do Heroísmo,Angra (Sé),PS,131,24.04
2025,Açores,Angra do Heroísmo,Angra (Sé),CH,76,13.94
2025,Açores,Angra do Heroísmo,Angra (Sé),IL,39,7.16
2025,Açores,Angra do Heroísmo,Angra (Sé),L,22,4.04
2025,Açores,Angra do Heroísmo,Angra (Sé),B.E.,16,2.94
2025,Açores,Angra do Heroísmo,Angra (Sé),ADN,8,1.47
2025,Açores,Angra do Heroísmo,Angra (Sé),PAN,6,1.1
2025,Açores,Angra do Heroísmo,Angra (Sé),PCP-PEV,6,1.1
2025,Açores,Angra do Heroísmo,Angra (Sé),JPP,1,0.18
2025,Açores,Angra do Heroísmo,Angra (Sé),MPT,1,0.18
2025,Açores,Angra do Heroísmo,Angra (Sé),R.I.R.,1,0.18
2025,Açores,Angra do Heroísmo,Angra (Sé),E,0,0.0
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,PPD/PSD.CDS-PP.PPM,160,47.06
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,PS,72,21.18
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,CH,63,18.53
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,IL,12,3.53
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,PCP-PEV,10,2.94
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,L,8,2.35
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,B.E.,7,2.06
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,ADN,3,0.88
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,PAN,3,0.88
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,JPP,1,0.29
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,R.I.R.,1,0.29
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,E,0,0.0
2025,Açores,Angra do Heroísmo,Cinco Ribeiras,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,PPD/PSD.CDS-PP.PPM,94,38.37
2025,Açores,Angra do Heroísmo,Doze Ribeiras,PS,68,27.76
2025,Açores,Angra do Heroísmo,Doze Ribeiras,CH,54,22.04
2025,Açores,Angra do Heroísmo,Doze Ribeiras,L,10,4.08
2025,Açores,Angra do Heroísmo,Doze Ribeiras,IL,6,2.45
2025,Açores,Angra do Heroísmo,Doze Ribeiras,PCP-PEV,6,2.45
2025,Açores,Angra do Heroísmo,Doze Ribeiras,ADN,3,1.22
2025,Açores,Angra do Heroísmo,Doze Ribeiras,B.E.,3,1.22
2025,Açores,Angra do Heroísmo,Doze Ribeiras,MPT,1,0.41
2025,Açores,Angra do Heroísmo,Doze Ribeiras,E,0,0.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,JPP,0,0.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,PAN,0,0.0
2025,Açores,Angra do Heroísmo,Doze Ribeiras,R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,Feteira,PPD/PSD.CDS-PP.PPM,300,45.25
2025,Açores,Angra do Heroísmo,Feteira,PS,170,25.64
2025,Açores,Angra do Heroísmo,Feteira,CH,126,19.0
2025,Açores,Angra do Heroísmo,Feteira,IL,20,3.02
2025,Açores,Angra do Heroísmo,Feteira,L,13,1.96
2025,Açores,Angra do Heroísmo,Feteira,B.E.,9,1.36
2025,Açores,Angra do Heroísmo,Feteira,PCP-PEV,8,1.21
2025,Açores,Angra do Heroísmo,Feteira,PAN,7,1.06
2025,Açores,Angra do Heroísmo,Feteira,ADN,5,0.75
2025,Açores,Angra do Heroísmo,Feteira,JPP,4,0.6
2025,Açores,Angra do Heroísmo,Feteira,E,1,0.15
2025,Açores,Angra do Heroísmo,Feteira,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Feteira,R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,Porto Judeu,PPD/PSD.CDS-PP.PPM,394,41.3
2025,Açores,Angra do Heroísmo,Porto Judeu,PS,277,29.04
2025,Açores,Angra do Heroísmo,Porto Judeu,CH,180,18.87
2025,Açores,Angra do Heroísmo,Porto Judeu,ADN,28,2.94
2025,Açores,Angra do Heroísmo,Porto Judeu,IL,26,2.73
2025,Açores,Angra do Heroísmo,Porto Judeu,L,20,2.1
2025,Açores,Angra do Heroísmo,Porto Judeu,B.E.,17,1.78
2025,Açores,Angra do Heroísmo,Porto Judeu,PAN,4,0.42
2025,Açores,Angra do Heroísmo,Porto Judeu,PCP-PEV,3,0.31
2025,Açores,Angra do Heroísmo,Porto Judeu,E,2,0.21
2025,Açores,Angra do Heroísmo,Porto Judeu,R.I.R.,2,0.21
2025,Açores,Angra do Heroísmo,Porto Judeu,MPT,1,0.1
2025,Açores,Angra do Heroísmo,Porto Judeu,JPP,0,0.0
2025,Açores,Angra do Heroísmo,Posto Santo,PPD/PSD.CDS-PP.PPM,202,42.89
2025,Açores,Angra do Heroísmo,Posto Santo,PS,139,29.51
2025,Açores,Angra do Heroísmo,Posto Santo,CH,82,17.41
2025,Açores,Angra do Heroísmo,Posto Santo,IL,12,2.55
2025,Açores,Angra do Heroísmo,Posto Santo,ADN,10,2.12
2025,Açores,Angra do Heroísmo,Posto Santo,L,9,1.91
2025,Açores,Angra do Heroísmo,Posto Santo,PAN,8,1.7
2025,Açores,Angra do Heroísmo,Posto Santo,B.E.,4,0.85
2025,Açores,Angra do Heroísmo,Posto Santo,PCP-PEV,3,0.64
2025,Açores,Angra do Heroísmo,Posto Santo,JPP,1,0.21
2025,Açores,Angra do Heroísmo,Posto Santo,MPT,1,0.21
2025,Açores,Angra do Heroísmo,Posto Santo,E,0,0.0
2025,Açores,Angra do Heroísmo,Posto Santo,R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,Raminho,PPD/PSD.CDS-PP.PPM,99,44.0
2025,Açores,Angra do Heroísmo,Raminho,PS,66,29.33
2025,Açores,Angra do Heroísmo,Raminho,CH,34,15.11
2025,Açores,Angra do Heroísmo,Raminho,L,7,3.11
2025,Açores,Angra do Heroísmo,Raminho,IL,5,2.22
2025,Açores,Angra do Heroísmo,Raminho,B.E.,4,1.78
2025,Açores,Angra do Heroísmo,Raminho,R.I.R.,4,1.78
2025,Açores,Angra do Heroísmo,Raminho,ADN,3,1.33
2025,Açores,Angra do Heroísmo,Raminho,PCP-PEV,3,1.33
2025,Açores,Angra do Heroísmo,Raminho,E,0,0.0
2025,Açores,Angra do Heroísmo,Raminho,JPP,0,0.0
2025,Açores,Angra do Heroísmo,Raminho,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Raminho,PAN,0,0.0
2025,Açores,Angra do Heroísmo,Ribeirinha,PPD/PSD.CDS-PP.PPM,600,50.76
2025,Açores,Angra do Heroísmo,Ribeirinha,PS,299,25.3
2025,Açores,Angra do Heroísmo,Ribeirinha,CH,190,16.07
2025,Açores,Angra do Heroísmo,Ribeirinha,IL,31,2.62
2025,Açores,Angra do Heroísmo,Ribeirinha,L,20,1.69
2025,Açores,Angra do Heroísmo,Ribeirinha,B.E.,16,1.35
2025,Açores,Angra do Heroísmo,Ribeirinha,ADN,15,1.27
2025,Açores,Angra do Heroísmo,Ribeirinha,PCP-PEV,6,0.51
2025,Açores,Angra do Heroísmo,Ribeirinha,JPP,2,0.17
2025,Açores,Angra do Heroísmo,Ribeirinha,PAN,2,0.17
2025,Açores,Angra do Heroísmo,Ribeirinha,R.I.R.,1,0.08
2025,Açores,Angra do Heroísmo,Ribeirinha,E,0,0.0
2025,Açores,Angra do Heroísmo,Ribeirinha,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,PPD/PSD.CDS-PP.PPM,228,41.38
2025,Açores,Angra do Heroísmo,Santa Bárbara,PS,159,28.86
2025,Açores,Angra do Heroísmo,Santa Bárbara,CH,102,18.51
2025,Açores,Angra do Heroísmo,Santa Bárbara,IL,20,3.63
2025,Açores,Angra do Heroísmo,Santa Bárbara,ADN,16,2.9
2025,Açores,Angra do Heroísmo,Santa Bárbara,L,11,2.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,B.E.,7,1.27
2025,Açores,Angra do Heroísmo,Santa Bárbara,PAN,4,0.73
2025,Açores,Angra do Heroísmo,Santa Bárbara,PCP-PEV,3,0.54
2025,Açores,Angra do Heroísmo,Santa Bárbara,JPP,1,0.18
2025,Açores,Angra do Heroísmo,Santa Bárbara,E,0,0.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Santa Bárbara,R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,PPD/PSD.CDS-PP.PPM,353,41.97
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,PS,198,23.54
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,CH,157,18.67
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,IL,38,4.52
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,L,38,4.52
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,ADN,21,2.5
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,B.E.,15,1.78
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,PAN,11,1.31
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,PCP-PEV,5,0.59
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,JPP,3,0.36
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,E,1,0.12
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,MPT,1,0.12
2025,Açores,Angra do Heroísmo,São Bartolomeu de Regatos,R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,São Bento,PPD/PSD.CDS-PP.PPM,336,37.0
2025,Açores,Angra do Heroísmo,São Bento,PS,301,33.15
2025,Açores,Angra do Heroísmo,São Bento,CH,149,16.41
2025,Açores,Angra do Heroísmo,São Bento,L,31,3.41
2025,Açores,Angra do Heroísmo,São Bento,IL,30,3.3
2025,Açores,Angra do Heroísmo,São Bento,B.E.,20,2.2
2025,Açores,Angra do Heroísmo,São Bento,PCP-PEV,14,1.54
2025,Açores,Angra do Heroísmo,São Bento,ADN,12,1.32
2025,Açores,Angra do Heroísmo,São Bento,PAN,12,1.32
2025,Açores,Angra do Heroísmo,São Bento,JPP,2,0.22
2025,Açores,Angra do Heroísmo,São Bento,R.I.R.,1,0.11
2025,Açores,Angra do Heroísmo,São Bento,E,0,0.0
2025,Açores,Angra do Heroísmo,São Bento,MPT,0,0.0
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,PPD/PSD.CDS-PP.PPM,579,36.93
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,PS,450,28.7
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,CH,339,21.62
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,IL,52,3.32
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,L,42,2.68
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,B.E.,29,1.85
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,ADN,26,1.66
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,PAN,26,1.66
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,PCP-PEV,21,1.34
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,JPP,2,0.13
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,E,1,0.06
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,R.I.R.,1,0.06
2025,Açores,Angra do Heroísmo,São Mateus da Calheta,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Serreta,PS,69,40.12
2025,Açores,Angra do Heroísmo,Serreta,PPD/PSD.CDS-PP.PPM,59,34.3
2025,Açores,Angra do Heroísmo,Serreta,CH,31,18.02
2025,Açores,Angra do Heroísmo,Serreta,ADN,5,2.91
2025,Açores,Angra do Heroísmo,Serreta,B.E.,3,1.74
2025,Açores,Angra do Heroísmo,Serreta,IL,3,1.74
2025,Açores,Angra do Heroísmo,Serreta,E,1,0.58
2025,Açores,Angra do Heroísmo,Serreta,PAN,1,0.58
2025,Açores,Angra do Heroísmo,Serreta,JPP,0,0.0
2025,Açores,Angra do Heroísmo,Serreta,L,0,0.0
2025,Açores,Angra do Heroísmo,Serreta,MPT,0,0.0
2025,Açores,Angra do Heroísmo,Serreta,PCP-PEV,0,0.0
2025,Açores,Angra do Heroísmo,Serreta,R.I.R.,0,0.0
2025,Açores,Angra do Heroísmo,Terra Chã,PPD/PSD.CDS-PP.PPM,391,34.69
2025,Açores,Angra do Heroísmo,Terra Chã,PS,332,29.46
2025,Açores,Angra do Heroísmo,Terra Chã,CH,248,22.01
2025,Açores,Angra do Heroísmo,Terra Chã,IL,51,4.53
2025,Açores,Angra do Heroísmo,Terra Chã,B.E.,24,2.13
2025,Açores,Angra do Heroísmo,Terra Chã,L,24,2.13
2025,Açores,Angra do Heroísmo,Terra Chã,ADN,20,1.77
2025,Açores,Angra do Heroísmo,Terra Chã,PAN,16,1.42
2025,Açores,Angra do Heroísmo,Terra Chã,PCP-PEV,14,1.24
2025,Açores,Angra do Heroísmo,Terra Chã,R.I.R.,4,0.35
2025,Açores,Angra do Heroísmo,Terra Chã,E,1,0.09
2025,Açores,Angra do Heroísmo,Terra Chã,JPP,1,0.09
2025,Açores,Angra do Heroísmo,Terra Chã,MPT,1,0.09
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,PPD/PSD.CDS-PP.PPM,389,44.2
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,PS,234,26.59
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,CH,185,21.02
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,IL,24,2.73
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,L,17,1.93
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,ADN,15,1.7
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,B.E.,5,0.57
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,PAN,4,0.45
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,PCP-PEV,3,0.34
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,JPP,2,0.23
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,E,1,0.11
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,R.I.R.,1,0.11
2025,Açores,Angra do Heroísmo,Vila de São Sebastião,MPT,0,0.0
2025,Açores,Calheta,Calheta,PPD/PSD.CDS-PP.PPM,243,46.02
2025,Açores,Calheta,Calheta,PS,131,24.81
2025,Açores,Calheta,Calheta,CH,84,15.91
2025,Açores,Calheta,Calheta,PCP-PEV,21,3.98
2025,Açores,Calheta,Calheta,IL,16,3.03
2025,Açores,Calheta,Calheta,ADN,10,1.89
2025,Açores,Calheta,Calheta,B.E.,9,1.7
2025,Açores,Calheta,Calheta,L,7,1.33
2025,Açores,Calheta,Calheta,PAN,6,1.14
2025,Açores,Calheta,Calheta,R.I.R.,1,0.19
2025,Açores,Calheta,Calheta,E,0,0.0
2025,Açores,Calheta,Calheta,JPP,0,0.0
2025,Açores,Calheta,Calheta,MPT,0,0.0
2025,Açores,Calheta,Norte Pequeno,PPD/PSD.CDS-PP.PPM,49,49.0
2025,Açores,Calheta,Norte Pequeno,PS,17,17.0
2025,Açores,Calheta,Norte Pequeno,CH,13,13.0
2025,Açores,Calheta,Norte Pequeno,PCP-PEV,10,10.0
2025,Açores,Calheta,Norte Pequeno,ADN,6,6.0
2025,Açores,Calheta,Norte Pequeno,B.E.,3,3.0
2025,Açores,Calheta,Norte Pequeno,L,1,1.0
2025,Açores,Calheta,Norte Pequeno,PAN,1,1.0
2025,Açores,Calheta,Norte Pequeno,E,0,0.0
2025,Açores,Calheta,Norte Pequeno,IL,0,0.0
2025,Açores,Calheta,Norte Pequeno,JPP,0,0.0
2025,Açores,Calheta,Norte Pequeno,MPT,0,0.0
2025,Açores,Calheta,Norte Pequeno,R.I.R.,0,0.0
2025,Açores,Calheta,Ribeira Seca,PPD/PSD.CDS-PP.PPM,238,61.18
2025,Açores,Calheta,Ribeira Seca,PS,52,13.37
2025,Açores,Calheta,Ribeira Seca,CH,49,12.6
2025,Açores,Calheta,Ribeira Seca,ADN,14,3.6
2025,Açores,Calheta,Ribeira Seca,PCP-PEV,10,2.57
2025,Açores,Calheta,Ribeira Seca,L,9,2.31
2025,Açores,Calheta,Ribeira Seca,IL,8,2.06
2025,Açores,Calheta,Ribeira Seca,B.E.,5,1.29
2025,Açores,Calheta,Ribeira Seca,PAN,4,1.03
2025,Açores,Calheta,Ribeira Seca,E,0,0.0
2025,Açores,Calheta,Ribeira Seca,JPP,0,0.0
2025,Açores,Calheta,Ribeira Seca,MPT,0,0.0
2025,Açores,Calheta,Ribeira Seca,R.I.R.,0,0.0
2025,Açores,Calheta,Santo Antão,PPD/PSD.CDS-PP.PPM,136,62.39
2025,Açores,Calheta,Santo Antão,PS,28,12.84
2025,Açores,Calheta,Santo Antão,CH,27,12.39
2025,Açores,Calheta,Santo Antão,ADN,9,4.13
2025,Açores,Calheta,Santo Antão,PCP-PEV,7,3.21
2025,Açores,Calheta,Santo Antão,B.E.,4,1.83
2025,Açores,Calheta,Santo Antão,L,4,1.83
2025,Açores,Calheta,Santo Antão,E,1,0.46
2025,Açores,Calheta,Santo Antão,IL,1,0.46
2025,Açores,Calheta,Santo Antão,JPP,1,0.46
2025,Açores,Calheta,Santo Antão,MPT,0,0.0
2025,Açores,Calheta,Santo Antão,PAN,0,0.0
2025,Açores,Calheta,Santo Antão,R.I.R.,0,0.0
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),PPD/PSD.CDS-PP.PPM,105,51.98
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),PS,49,24.26
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),CH,26,12.87
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),PCP-PEV,6,2.97
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),ADN,5,2.48
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),IL,4,1.98
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),L,3,1.49
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),E,1,0.5
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),MPT,1,0.5
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),PAN,1,0.5
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),R.I.R.,1,0.5
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),B.E.,0,0.0
2025,Açores,Calheta,Topo (Nossa Senhora do Rosário),JPP,0,0.0
2025,Açores,Corvo,Corvo,PS,95,43.38
2025,Açores,Corvo,Corvo,PPD/PSD.CDS-PP.PPM,66,30.14
2025,Açores,Corvo,Corvo,PCP-PEV,24,10.96
2025,Açores,Corvo,Corvo,CH,23,10.5
2025,Açores,Corvo,Corvo,IL,3,1.37
2025,Açores,Corvo,Corvo,ADN,2,0.91
2025,Açores,Corvo,Corvo,L,2,0.91
2025,Açores,Corvo,Corvo,E,1,0.46
2025,Açores,Corvo,Corvo,JPP,1,0.46
2025,Açores,Corvo,Corvo,PAN,1,0.46
2025,Açores,Corvo,Corvo,R.I.R.,1,0.46
2025,Açores,Corvo,Corvo,B.E.,0,0.0
2025,Açores,Corvo,Corvo,MPT,0,0.0
2025,Açores,Horta,Capelo,PPD/PSD.CDS-PP.PPM,70,35.9
2025,Açores,Horta,Capelo,PS,50,25.64
2025,Açores,Horta,Capelo,CH,40,20.51
2025,Açores,Horta,Capelo,B.E.,12,6.15
2025,Açores,Horta,Capelo,PCP-PEV,8,4.1
2025,Açores,Horta,Capelo,PAN,6,3.08
2025,Açores,Horta,Capelo,L,4,2.05
2025,Açores,Horta,Capelo,ADN,2,1.03
2025,Açores,Horta,Capelo,IL,2,1.03
2025,Açores,Horta,Capelo,R.I.R.,1,0.51
2025,Açores,Horta,Capelo,E,0,0.0
2025,Açores,Horta,Capelo,JPP,0,0.0
2025,Açores,Horta,Capelo,MPT,0,0.0
2025,Açores,Horta,Castelo Branco,PPD/PSD.CDS-PP.PPM,190,38.62
2025,Açores,Horta,Castelo Branco,PS,134,27.24
2025,Açores,Horta,Castelo Branco,CH,113,22.97
2025,Açores,Horta,Castelo Branco,B.E.,14,2.85
2025,Açores,Horta,Castelo Branco,IL,10,2.03
2025,Açores,Horta,Castelo Branco,L,10,2.03
2025,Açores,Horta,Castelo Branco,PCP-PEV,8,1.63
2025,Açores,Horta,Castelo Branco,ADN,5,1.02
2025,Açores,Horta,Castelo Branco,PAN,5,1.02
2025,Açores,Horta,Castelo Branco,E,1,0.2
2025,Açores,Horta,Castelo Branco,JPP,1,0.2
2025,Açores,Horta,Castelo Branco,R.I.R.,1,0.2
2025,Açores,Horta,Castelo Branco,MPT,0,0.0
2025,Açores,Horta,Cedros,PPD/PSD.CDS-PP.PPM,208,61.18
2025,Açores,Horta,Cedros,PS,55,16.18
2025,Açores,Horta,Cedros,CH,46,13.53
2025,Açores,Horta,Cedros,PCP-PEV,11,3.24
2025,Açores,Horta,Cedros,B.E.,5,1.47
2025,Açores,Horta,Cedros,L,5,1.47
2025,Açores,Horta,Cedros,ADN,4,1.18
2025,Açores,Horta,Cedros,IL,3,0.88
2025,Açores,Horta,Cedros,E,1,0.29
2025,Açores,Horta,Cedros,PAN,1,0.29
2025,Açores,Horta,Cedros,R.I.R.,1,0.29
2025,Açores,Horta,Cedros,JPP,0,0.0
2025,Açores,Horta,Cedros,MPT,0,0.0
2025,Açores,Horta,Feteira,PPD/PSD.CDS-PP.PPM,279,40.67
2025,Açores,Horta,Feteira,PS,185,26.97
2025,Açores,Horta,Feteira,CH,136,19.83
2025,Açores,Horta,Feteira,IL,20,2.92
2025,Açores,Horta,Feteira,L,20,2.92
2025,Açores,Horta,Feteira,B.E.,15,2.19
2025,Açores,Horta,Feteira,PCP-PEV,9,1.31
2025,Açores,Horta,Feteira,ADN,8,1.17
2025,Açores,Horta,Feteira,PAN,8,1.17
2025,Açores,Horta,Feteira,JPP,3,0.44
2025,Açores,Horta,Feteira,E,1,0.15
2025,Açores,Horta,Feteira,MPT,1,0.15
2025,Açores,Horta,Feteira,R.I.R.,1,0.15
2025,Açores,Horta,Flamengos,PPD/PSD.CDS-PP.PPM,255,43.0
2025,Açores,Horta,Flamengos,PS,156,26.31
2025,Açores,Horta,Flamengos,CH,119,20.07
2025,Açores,Horta,Flamengos,IL,19,3.2
2025,Açores,Horta,Flamengos,B.E.,17,2.87
2025,Açores,Horta,Flamengos,L,10,1.69
2025,Açores,Horta,Flamengos,PCP-PEV,9,1.52
2025,Açores,Horta,Flamengos,ADN,5,0.84
2025,Açores,Horta,Flamengos,JPP,2,0.34
2025,Açores,Horta,Flamengos,PAN,1,0.17
2025,Açores,Horta,Flamengos,E,0,0.0
2025,Açores,Horta,Flamengos,MPT,0,0.0
2025,Açores,Horta,Flamengos,R.I.R.,0,0.0
2025,Açores,Horta,Horta (Angústias),PPD/PSD.CDS-PP.PPM,380,39.34
2025,Açores,Horta,Horta (Angústias),PS,289,29.92
2025,Açores,Horta,Horta (Angústias),CH,120,12.42
2025,Açores,Horta,Horta (Angústias),L,37,3.83
2025,Açores,Horta,Horta (Angústias),PCP-PEV,35,3.62
2025,Açores,Horta,Horta (Angústias),IL,32,3.31
2025,Açores,Horta,Horta (Angústias),B.E.,31,3.21
